Fecha,Departamento,Municipio,Día,Hora,Barrio,Zona,Clase de sitio,Arma empleada,Móvil Agresor,Móvil Victima,Edad,Sexo,Estado civil,País de nacimiento,Clase de empleado,Profesión,Escolaridad,Código DANE,CLASE,MARCA,LINEA,MODELO,COLOR,Cantidad
08/04/2018,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,19:10:00,VILLAS DE GRANADA E-10,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,CONDUCTOR VEHICULO,39,FEMENINO,CASADO,COLOMBIA,EMPLEADO PARTICULAR,-,SUPERIOR,11001000,AUTOMOVIL,CHEVROLET,AVEO EMOTION,2007,BEIGE,1
08/04/2018,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,10:40:00,SAN BENITO E-6,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,32,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,11001000,VEHICULO-PANEL,CHEVROLET,LINEA STANDARD,2018,NEGRO,1
08/04/2018,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,7:40:00,VILLA NELLY E-8,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,21,MASCULINO,SOLTERO,COLOMBIA,NO REPORTA,-,TECNICO,11001000,AUTOMOVIL,CHEVROLET,SPARK,2012,NEGRO,1
08/04/2018,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,8:34:00,VILLAS DE ALCALÁ E-10,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,CONDUCTOR MOTOCICLETA,CONDUCTOR MOTOCICLETA,47,MASCULINO,CASADO,COLOMBIA,EMPLEADO PARTICULAR,-,TECNICO,11001000,AUTOMOVIL,MAZDA,626,1994,ROJO,1
08/04/2018,NARIÑO,POLICARPA,Domingo,8:30:00,VDA VILLA MORENO,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,CONDUCTOR VEHICULO,25,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADA,SECUNDARIA,52540000,CAMION,CHEVROLET,NPR,2000,NEGRO,1
08/04/2018,NARIÑO,SAN ANDRES DE TUMACO,Domingo,0:00:00,OBRERO,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,35,FEMENINO,SOLTERO,-,EMPLEADO PARTICULAR,NO REPORTADA,NO REPORTADO,52835000,AUTOMOVIL,RENAULT,LINEA STANDARD,2015,AZUL,1
08/04/2018,QUINDÍO,ARMENIA (CT),Domingo,0:00:00,VDA.MURILLO,RURAL,PARQUEADERO,LLAVE MAESTRA,A PIE,A PIE,40,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADA,SECUNDARIA,63001000,CAMION,INTERNATIONAL,DURASTAR 4300 SBA 4X2,2015,AMARILLO,1
08/04/2018,RISARALDA,DOSQUEBRADAS,Domingo,18:00:00,SECTOR EL CAM,URBANA,PARQUEADERO,SIN EMPLEO DE ARMAS,A PIE,A PIE,56,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,-,PRIMARIA,66170000,CAMION,FORD,CF-8000,1956,AZUL,1
08/04/2018,VALLE,CALI (CT),Domingo,22:00:00,LILI E17,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,50,MASCULINO,CASADO,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADA,TECNICO,76001000,CAMIONETA,TOYOTA,HILUX,2000,BEIGE,1
08/04/2018,VALLE,CALI (CT),Domingo,18:00:00,PARCELACIONES PANCE E22,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,26,FEMENINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADA,SUPERIOR,76001000,AUTOMOVIL,KIA,PICANTO,2007,PLATA,1
08/04/2018,VALLE,CALI (CT),Domingo,18:00:00,PARCELACIONES PANCE E22,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,43,MASCULINO,CASADO,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADA,SUPERIOR,76001000,CAMIONETA,MAZDA,BT 50,2013,BLANCO,1
08/04/2018,VALLE,CALI (CT),Domingo,5:30:00,LA ALBORADA E16,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,31,FEMENINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADA,TECNICO,76001000,AUTOMOVIL,CHEVROLET,SPARK,2015,NEGRO,1
08/04/2018,VALLE,GINEBRA,Domingo,18:30:00,VDA. MOSOCO,RURAL,FINCAS Y SIMILARES,ARMA DE FUEGO,A PIE,A PIE,52,FEMENINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADA,SECUNDARIA,76306000,AUTOMOVIL,MAZDA,CX-5,2017,GRIS,1
08/04/2018,VALLE,GINEBRA,Domingo,18:30:00,VDA. MOSOCO,RURAL,FINCAS Y SIMILARES,ARMA DE FUEGO,A PIE,A PIE,60,FEMENINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADA,SECUNDARIA,76306000,CAMIONETA,CHEVROLET,SPARK,2009,BEIGE,1
08/04/2018,VALLE,SEVILLA,Domingo,17:35:00,CGTO COROZAL,RURAL,PARQUEADERO,LLAVE MAESTRA,A PIE,A PIE,35,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADA,SECUNDARIA,76736000,AUTOMOVIL,CHEVROLET,AVEO,2010,GRIS,1
09/04/2018,ANTIOQUIA,BELLO,Lunes,21:00:00,LA CABAÑITA,URBANA,FRENTE A RESIDENCIAS - VIA PUBLICA,ARMA DE FUEGO,A PIE,A PIE,37,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADA,SECUNDARIA,5088000,CAMIONETA,TOYOTA,HILUX,2017,BLANCO,1
09/04/2018,ANTIOQUIA,BELLO,Lunes,7:00:00,LA CABAÑITA,URBANA,FRENTE A RESIDENCIAS - VIA PUBLICA,ARMA DE FUEGO,A PIE,A PIE,40,MASCULINO,CASADO,COLOMBIA,EMPLEADO POLICIAL,-,TECNICO,5088000,AUTOMOVIL,CHEVROLET,SPARK LIFE,2016,BLANCO,1
09/04/2018,ANTIOQUIA,ITAGUI,Lunes,4:00:00,LAS ACACIAS,URBANA,FRENTE A RESIDENCIAS - VIA PUBLICA,LLAVE MAESTRA,A PIE,A PIE,29,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SUPERIOR,5360000,AUTOMOVIL,MAZDA,323,1991,BLANCO,1
09/04/2018,ANTIOQUIA,ITAGUI,Lunes,5:30:00,EL ROSARIO,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,37,MASCULINO,CASADO,COLOMBIA,INDEPENDIENTE,NO REPORTADA,SECUNDARIA,5360000,AUTOMOVIL,MAZDA,323 HE,1992,VERDE,1
09/04/2018,ANTIOQUIA,MEDELLÍN (CT),Lunes,8:00:00,BOSTON C-10,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,42,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADA,SECUNDARIA,5001000,AUTOMOVIL,MAZDA,121,1999,VERDE,1
09/04/2018,ANTIOQUIA,MEDELLÍN (CT),Lunes,2:00:00,VDA. LAS PALMAS STA. E.,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO MOTOCICLETA,CONDUCTOR VEHICULO,35,FEMENINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADA,SECUNDARIA,5001000,AUTOMOVIL,MAZDA,3,2017,BLANCO,1
09/04/2018,ANTIOQUIA,MEDELLÍN (CT),Lunes,13:00:00,CORAZON DE JESUS C-10,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,49,MASCULINO,CASADO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,5001000,CAMIONETA,RENAULT,DUSTER EXPRESSION,2015,ROJO,1
09/04/2018,ANTIOQUIA,MEDELLÍN (CT),Lunes,22:15:00,BELALCAZAR C-5,URBANA,FRENTE A RESIDENCIAS - VIA PUBLICA,ARMA DE FUEGO,CONDUCTOR MOTOCICLETA,CONDUCTOR VEHICULO,32,FEMENINO,-,COLOMBIA,NO REPORTA,-,-,5001000,CAMIONETA,CHEVROLET,CAPTIVA,2013,NEGRO,1
09/04/2018,ATLÁNTICO,BARRANQUILLA (CT),Lunes,9:15:00,EL RECREO,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,60,MASCULINO,SOLTERO,-,EMPLEADO PARTICULAR,NO REPORTADA,NO REPORTADO,8001000,AUTOMOVIL,MAZDA,1.6 SEDÁN AUT,,ROJO,1
09/04/2018,CAUCA,PATÍA,Lunes,1:00:00,PRADOS DEL NORTE,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,41,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,19532000,AUTOMOVIL,MAZDA,B 2600,1993,BLANCO,1
09/04/2018,CESAR,VALLEDUPAR (CT),Lunes,12:30:00,COR. AGUAS BLANCAS,RURAL,FINCAS Y SIMILARES,ARMA DE FUEGO,A PIE,CONDUCTOR VEHICULO,59,MASCULINO,CASADO,COLOMBIA,INDEPENDIENTE,ADMINISTRACION  DE EMPRESAS,SUPERIOR,20001000,CAMIONETA,TOYOTA,LAND CRUISER,2008,BLANCO,1
09/04/2018,CUNDINAMARCA,BOGOTÁ D.C. (CT),Lunes,0:00:00,BARCELONA E-16,URBANA,PARQUEADERO,NO REPORTADO,A PIE,A PIE,35,FEMENINO,SOLTERO,-,EMPLEADO PARTICULAR,NO REPORTADA,NO REPORTADO,11001000,AUTOMOVIL,MAZDA,LINEA STANDARD,2009,NEGRO,1
09/04/2018,CUNDINAMARCA,BOGOTÁ D.C. (CT),Lunes,22:00:00,CANDELARIA LA NUEVA I SECTOR E-19,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,CONDUCTOR VEHICULO,47,FEMENINO,CASADO,COLOMBIA,EMPLEADO PARTICULAR,-,TECNICO,11001000,AUTOMOVIL,CHEVROLET,SPRINT,1995,AZUL,1
09/04/2018,CUNDINAMARCA,BOGOTÁ D.C. (CT),Lunes,17:00:00,RESTREPO E-15,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,CONDUCTOR VEHICULO,CONDUCTOR VEHICULO,39,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,11001000,CAMION,HINO,WU412L-HKMQB3,2008,BLANCO,1
09/04/2018,CUNDINAMARCA,BOGOTÁ D.C. (CT),Lunes,23:00:00,SAN ANTONIO E-15,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,CONDUCTOR VEHICULO,39,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,11001000,AUTOMOVIL,KIA,PICANTO EX,2013,PLATA,1
09/04/2018,CUNDINAMARCA,BOGOTÁ D.C. (CT),Lunes,8:30:00,TINTALA E-8,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,CONDUCTOR VEHICULO,31,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,11001000,AUTOMOVIL,CHEVROLET,SPARK GO,2008,NEGRO,1
09/04/2018,CUNDINAMARCA,BOGOTÁ D.C. (CT),Lunes,12:30:00,TEUSAQUILLO E-13,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,CONDUCTOR VEHICULO,38,MASCULINO,CASADO,COLOMBIA,INDEPENDIENTE,-,SUPERIOR,11001000,AUTOMOVIL,CHEVROLET,SPARK,2016,PLATEADO,1
09/04/2018,GUAJIRA,RIOHACHA (CT),Lunes,14:30:00,TRAMO DE VIA,RURAL,CARRETERA,ARMA DE FUEGO,A PIE,CONDUCTOR VEHICULO,27,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,INGENIERÍA DE MINAS,SUPERIOR,44001000,AUTOMOVIL,MAZDA,3,2016,GRIS,1
09/04/2018,VALLE,CALI (CT),Lunes,10:00:00,CAMINO REAL - LOS FUNDADORES E19,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,47,MASCULINO,DIVORCIADO,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADA,SECUNDARIA,76001000,AUTOMOVIL,HYUNDAI,I10 GL 1.1,2013,GRIS,1
09/04/2018,VALLE,CALI (CT),Lunes,21:00:00,SAN JOAQUIN E17,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,CONDUCTOR VEHICULO,44,MASCULINO,CASADO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,76001000,CAMIONETA,TOYOTA,HILUX,2011,PLATA,1
09/04/2018,VALLE,CALI (CT),Lunes,3:00:00,ALFONSO LOPEZ I E7,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,28,FEMENINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,76001000,AUTOMOVIL,CHEVROLET,OPTRA,2008,PLATA,1
09/04/2018,VALLE,CALI (CT),Lunes,19:40:00,CIUDAD CORDOBA E15,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,29,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADA,SECUNDARIA,76001000,CAMIONETA,MAZDA,B 1600,1985,NEGRO,1
09/04/2018,VALLE,CALI (CT),Lunes,0:15:00,CALIMA E4,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,56,MASCULINO,CASADO,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADA,SUPERIOR,76001000,CAMIONETA,KIA,NEW SPORTAGE,2016,BLANCO,1
09/04/2018,VALLE,CALI (CT),Lunes,11:10:00,VALLE GRANDE E21,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,29,FEMENINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADA,SUPERIOR,76001000,AUTOMOVIL,CHEVROLET,SPARK,2015,NEGRO,1
09/04/2018,VALLE,CALI (CT),Lunes,9:20:00,URB. MILITAR E19,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,46,FEMENINO,DIVORCIADO,COLOMBIA,EMPLEADO PARTICULAR,ADMINISTRACION  DE EMPRESAS,SUPERIOR,76001000,AUTOMOVIL,KIA,PICANTO,2018,GRIS,1
09/04/2018,VALLE,CALI (CT),Lunes,16:52:00,LA SELVA E10,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,51,FEMENINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADA,SUPERIOR,76001000,VEHICULO-PANEL,CHEVROLET,CADTIVA LTZ,2010,NEGRO,1
09/04/2018,VALLE,PALMIRA,Lunes,0:05:00,CORREGIMIENTO LA DOLORES,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,40,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,76520000,AUTOMOVIL,RENAULT,LINEA STANDARD,2014,NEGRO GRAFITO,1
10/04/2018,ANTIOQUIA,BELLO,Martes,21:20:00,VIA SAN PEDRO,RURAL,CARRETERA,ARMA DE FUEGO,CONDUCTOR MOTOCICLETA,CONDUCTOR VEHICULO,36,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADA,SECUNDARIA,5088000,CAMIONETA,KIA,LINEA STANDARD,2018,GRIS,1
10/04/2018,ANTIOQUIA,ITAGUI,Martes,12:00:00,CENTRO,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,35,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADA,SECUNDARIA,5360000,CAMIONETA,TOYOTA,LAND CRUISER,1994,VERDE,1
10/04/2018,ANTIOQUIA,MEDELLÍN (CT),Martes,0:00:00,SANTA FE C-15,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO MOTOCICLETA,CONDUCTOR VEHICULO,56,FEMENINO,SOLTERO,-,EMPLEADO PARTICULAR,NO REPORTADA,NO REPORTADO,5001000,AUTOMOVIL,KIA,PICANTO,2017,GRIS,1
10/04/2018,ANTIOQUIA,MEDELLÍN (CT),Martes,19:30:00,VILLA HERMOSA C-8,URBANA,FRENTE A RESIDENCIAS - VIA PUBLICA,ARMA DE FUEGO,CONDUCTOR MOTOCICLETA,CONDUCTOR VEHICULO,32,MASCULINO,CASADO,COLOMBIA,NO REPORTA,-,SECUNDARIA,5001000,CAMION,SSANGYONG,KORANDO C,2014,BLANCO,1
10/04/2018,ANTIOQUIA,MEDELLÍN (CT),Martes,5:00:00,SAN BERNARDO C-16,URBANA,FRENTE A RESIDENCIAS - VIA PUBLICA,LLAVE MAESTRA,A PIE,A PIE,72,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,-,TECNOLOGO,5001000,CAMIONETA,CHEVROLET,LUV,1988,ROJO,1
10/04/2018,ANTIOQUIA,MEDELLÍN (CT),Martes,15:15:00,SAN JAVIER 1 C-13,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO MOTOCICLETA,CONDUCTOR VEHICULO,35,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,-,SUPERIOR,5001000,AUTOMOVIL,NISSAN,TIIDA,2011,ROJO,1
10/04/2018,ANTIOQUIA,MEDELLÍN (CT),Martes,17:10:00,SAN JOAQUIN C-11,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO VEHICULO,CONDUCTOR MOTOCICLETA,30,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,5001000,AUTOMOVIL,TOYOTA,PRADO DLX,2003,GRIS,1
10/04/2018,ANTIOQUIA,MEDELLÍN (CT),Martes,6:45:00,VILLA HERMOSA C-8,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO MOTOCICLETA,CONDUCTOR VEHICULO,41,FEMENINO,CASADO,COLOMBIA,EMPLEADO PARTICULAR,-,TECNICO,5001000,AUTOMOVIL,NISSAN,MARCH,2015,BLANCO,1
10/04/2018,ATLÁNTICO,BARRANQUILLA (CT),Martes,10:00:00,VILLA SAN PEDRO III,URBANA,PARQUEADERO,SIN EMPLEO DE ARMAS,A PIE,A PIE,55,MASCULINO,CASADO,COLOMBIA,INDEPENDIENTE,-,SUPERIOR,8001000,VEHICULO-PANEL,TOYOTA,-,1996,BLANCO,1
10/04/2018,ATLÁNTICO,BARRANQUILLA (CT),Martes,7:30:00,ABAJO,URBANA,VEHICULO,ARMA DE FUEGO,A PIE,CONDUCTOR VEHICULO,30,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,8001000,CAMION,CHEVROLET,NPR,2013,BLANCO,1
10/04/2018,CALDAS,CHINCHINÁ,Martes,22:30:00,CENTRO,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,53,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADA,SECUNDARIA,17174000,AUTOMOVIL,HYUNDAI,ACCENT,2014,AMARILLO Y NEGRO,1
10/04/2018,CAUCA,POPAYÁN (CT),Martes,11:00:00,VASQUEZ COBO,URBANA,LAVA-AUTOS,LLAVE MAESTRA,A PIE,A PIE,35,FEMENINO,UNION LIBRE,-,EMPLEADO PARTICULAR,NO REPORTADA,SECUNDARIA,19001000,CAMIONETA,TOYOTA,HILUX,1997,BLANCO,1
10/04/2018,CUNDINAMARCA,BOGOTÁ D.C. (CT),Martes,20:00:00,GRAN GRANADA E-10,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,CONDUCTOR VEHICULO,62,MASCULINO,CASADO,COLOMBIA,DESEMPLEADO,-,SECUNDARIA,11001000,CAMPERO,SUZUKI,SJ 410,1982,AZUL,1
10/04/2018,CUNDINAMARCA,BOGOTÁ D.C. (CT),Martes,8:00:00,FATIMA E-6,URBANA,PARQUEADERO,SIN EMPLEO DE ARMAS,A PIE,A PIE,41,FEMENINO,CASADO,COLOMBIA,EMPLEADO PARTICULAR,-,SUPERIOR,11001000,VEHICULO-PANEL,RENAULT,DUSTER EXPRESSION,2014,BLANCO,1
10/04/2018,CUNDINAMARCA,BOGOTÁ D.C. (CT),Martes,12:00:00,JUAN JOSÉ RONDON E-19,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,53,MASCULINO,CASADO,COLOMBIA,DESEMPLEADO,-,SECUNDARIA,11001000,AUTOMOVIL,RENAULT,R 12,1980,CHAMPAÑA,1
10/04/2018,CUNDINAMARCA,BOGOTÁ D.C. (CT),Martes,7:30:00,NORMANDIA E-10,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,CONDUCTOR VEHICULO,CONDUCTOR VEHICULO,52,FEMENINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SUPERIOR,11001000,AUTOMOVIL,RENAULT,FLUENCE CONFORT,2012,ROJO,1
10/04/2018,CUNDINAMARCA,BOGOTÁ D.C. (CT),Martes,5:30:00,CARVAJAL E-8,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,CONDUCTOR MOTOCICLETA,22,MASCULINO,SOLTERO,COLOMBIA,NO REPORTA,-,TECNICO,11001000,AUTOMOVIL,MAZDA,323 HB,1994,ROJO,1
10/04/2018,CUNDINAMARCA,BOGOTÁ D.C. (CT),Martes,23:10:00,PATIO BONITO I E-8,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,CONDUCTOR TAXI,24,MASCULINO,SOLTERO,-,INDEPENDIENTE,-,SECUNDARIA,11001000,AUTOMOVIL,KIA,PICANTO,2015,AMARILLO,1
10/04/2018,CUNDINAMARCA,VILLA DE SAN DIEGO DE UBATE,Martes,0:00:00,SIMON BOLIVAR,URBANA,VIAS PUBLICAS,NO REPORTADO,A PIE,A PIE,35,MASCULINO,SOLTERO,-,EMPLEADO PARTICULAR,NO REPORTADA,SECUNDARIA,25843000,AUTOMOVIL,AVANTI,LINEA STANDARD,2017,NEGRO Y BLANCO,1
10/04/2018,VALLE,CALI (CT),Martes,22:00:00,SALOMIA E4,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO MOTOCICLETA,CONDUCTOR VEHICULO,54,MASCULINO,CASADO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,76001000,AUTOMOVIL,RENAULT,CLIO,2014,GRIS,1
10/04/2018,VALLE,CALI (CT),Martes,18:00:00,LILI E17,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,CONDUCTOR VEHICULO,38,FEMENINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,76001000,CAMIONETA,KIA,SPORTAGE,2014,BLANCO,1
10/04/2018,VALLE,CALI (CT),Martes,18:30:00,EL SENA E5,URBANA,CONJUNTO RESIDENCIAL,LLAVE MAESTRA,A PIE,A PIE,34,FEMENINO,CASADO,COLOMBIA,EMPLEADO PARTICULAR,ADMINISTRACION  DE EMPRESAS,SUPERIOR,76001000,AUTOMOVIL,KIA,PICANTO EX,2013,PLATA,1
10/04/2018,VALLE,CALI (CT),Martes,7:30:00,SANTA ELENA E10,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,35,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADA,PRIMARIA,76001000,AUTOMOVIL,MAZDA,323,1999,AZUL,1
11/04/2018,ANTIOQUIA,ITAGUI,Miércoles,19:00:00,CENTRO,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,PASAJERO VEHICULO,CONDUCTOR VEHICULO,32,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADA,SECUNDARIA,5360000,AUTOMOVIL,RENAULT,TWINGO ACCESS,2010,BLANCO,1
11/04/2018,ANTIOQUIA,MEDELLÍN (CT),Miércoles,10:30:00,GRANADA C-16,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,63,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,-,PRIMARIA,5001000,CAMPERO,BMW,X6 xDrive30d,2014,GRIS,1
11/04/2018,ANTIOQUIA,MEDELLÍN (CT),Miércoles,11:20:00,PRADITO  S.A.P.,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO VEHICULO,PASAJERO VEHICULO,23,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,5001000,AUTOMOVIL,RENAULT,LINEA STANDARD,1995,BEIGE,1
11/04/2018,ANTIOQUIA,MEDELLÍN (CT),Miércoles,13:55:00,VIA SANTA ELENA  C-9,RURAL,CARRETERA,ARMA DE FUEGO,PASAJERO MOTOCICLETA,CONDUCTOR VEHICULO,20,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,5001000,AUTOMOVIL,RENAULT,LOGAN FAMILIER,2011,GRIS,1
11/04/2018,ANTIOQUIA,SABANETA,Miércoles,9:00:00,ENTREAMIGOS,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,26,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADA,SECUNDARIA,5631000,CAMPERO,HYUNDAI,SANTAFE GL,2012,BLANCO,1
11/04/2018,CAUCA,POPAYÁN (CT),Miércoles,7:20:00,LA ESMERALDA,URBANA,FRENTE A ALMACEN - VIA PUBLICA,LLAVE MAESTRA,A PIE,CONDUCTOR VEHICULO,60,MASCULINO,VIUDO,COLOMBIA,EMPLEADO PARTICULAR,INGENIERIA AGRICOLA,SUPERIOR,19001000,CAMIONETA,MAZDA,B22DC7,2008,BEIGE,1
11/04/2018,CUNDINAMARCA,BOGOTÁ D.C. (CT),Miércoles,20:00:00,PERDOMO E-19,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,CONDUCTOR VEHICULO,31,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,-,SUPERIOR,11001000,AUTOMOVIL,CHEVROLET,CORSA L,1998,ROJO,1
11/04/2018,CUNDINAMARCA,BOGOTÁ D.C. (CT),Miércoles,23:00:00,LAS AMERICAS E-8,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,CONDUCTOR VEHICULO,23,FEMENINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SUPERIOR,11001000,AUTOMOVIL,FORD,FIESTA,2015,PLATEADO,1
11/04/2018,CUNDINAMARCA,BOGOTÁ D.C. (CT),Miércoles,1:30:00,ALMIRANTE COLON E-11,URBANA,VIAS PUBLICAS,NO REPORTADO,A PIE,A PIE,35,MASCULINO,SOLTERO,-,EMPLEADO PARTICULAR,NO REPORTADA,NO REPORTADO,11001000,VEHICULO-PANEL,HYUNDAI,LINEA STANDARD,2008,NEGRO Y BLANCO,1
