Fecha,Departamento,Municipio,Día,Hora,Barrio,Zona,Clase de sitio,Arma empleada,Móvil Agresor,Móvil Victima,Edad,Sexo,Estado civil,País de nacimiento,Clase de empleado,Profesión,Escolaridad,Código DANE,CLASE,MARCA,LINEA,MODELO,COLOR,Cantidad
01/01/2018,ANTIOQUIA,EL CARMEN DE VIBORAL,Lunes,0:00:00,AURORA,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,25,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,PRIMARIA,5148000,AUTOMOVIL,RENAULT,LINEA STANDARD,2010,NEGRO,1
01/01/2018,ATLÁNTICO,SOLEDAD,Lunes,8:00:00,CACHIMBERO,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,CONDUCTOR TAXI,CONDUCTOR VEHICULO,55,MASCULINO,CASADO,COLOMBIA,EMPLEADO PARTICULAR,INGENIERÍA CIVIL,SUPERIOR,8758000,RETROEXCAVADORA,CATERPILLAR,420D,2013,AMARILLO,1
01/01/2018,CAUCA,POPAYÁN (CT),Lunes,7:15:00,VILLA DEL NORTE,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,54,MASCULINO,SEPARADO,COLOMBIA,INDEPENDIENTE,-,SUPERIOR,19001000,AUTOMOVIL,CHEVROLET,SWITF TAXI,1997,BLANCO,1
01/01/2018,CESAR,VALLEDUPAR (CT),Lunes,15:00:00,LA VEGA,RURAL,CARRETERA,LLAVE MAESTRA,A PIE,A PIE,39,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,20001000,CAMIONETA,HYUNDAI,H1,2013,ROJO,1
01/01/2018,CUNDINAMARCA,BOGOTÁ D.C. (CT),Lunes,0:00:00,ALAMEDA E-6,OTRAS,-,SIN EMPLEO DE ARMAS,A PIE,A PIE,31,MASCULINO,CASADO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,11001000,AUTOMOVIL,CHEVROLET,LINEA STANDARD,2001,ROJO,1
01/01/2018,CUNDINAMARCA,BOGOTÁ D.C. (CT),Lunes,0:00:00,URB. RIONEGRO E-12,URBANA,OTRO,NO REPORTADO,A PIE,A PIE,35,MASCULINO,SOLTERO,-,EMPLEADO PARTICULAR,NO REPORTADA,NO REPORTADO,11001000,VEHICULO-PANEL,CHEVROLET,LINEA STANDARD,,NEGRO,1
01/01/2018,CUNDINAMARCA,BOGOTÁ D.C. (CT),Lunes,10:00:00,BACHUE E-10,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,61,FEMENINO,SOLTERO,COLOMBIA,PENSIONADO,DERECHO,SUPERIOR,11001000,AUTOMOVIL,RENAULT,-,1974,AZUL,1
01/01/2018,TOLIMA,CHAPARRAL,Lunes,0:15:00,VERSALLES,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,58,MASCULINO,CASADO,COLOMBIA,EMPLEADO PARTICULAR,-,PRIMARIA,73168000,AUTOMOVIL,RENAULT,STEPWAY,2015,ROJO,1
01/01/2018,VALLE,CALI (CT),Lunes,9:00:00,JORGE ELIECER GAITAN E6,URBANA,FRENTE A RESIDENCIAS - VIA PUBLICA,LLAVE MAESTRA,A PIE,A PIE,34,FEMENINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,-,PRIMARIA,76001000,AUTOMOVIL,CHEVROLET,SPRINT,1994,VERDE,1
01/01/2018,VALLE,CALI (CT),Lunes,7:00:00,LA NUEVA BASE E8,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,59,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,76001000,AUTOMOVIL,CHEVROLET,SWIFT,1994,PLATEADO,1
02/01/2018,ANTIOQUIA,MEDELLÍN (CT),Martes,12:45:00,LA AGUACATALA C-14,URBANA,EMPRESA,SIN EMPLEO DE ARMAS,A PIE,A PIE,26,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,LICENCIADO,SUPERIOR,5001000,AUTOMOVIL,NISSAN,MARCH,2017,BLANCO,1
02/01/2018,ATLÁNTICO,BARRANQUILLA (CT),Martes,21:30:00,CARLOS MEISEL,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,CONDUCTOR VEHICULO,36,FEMENINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SUPERIOR,8001000,AUTOMOVIL,RENAULT,LOGAN,2014,GRIS,1
02/01/2018,CAUCA,POPAYÁN (CT),Martes,10:00:00,VERSALLES,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,39,MASCULINO,CASADO,COLOMBIA,INDEPENDIENTE,-,PRIMARIA,19001000,CAMPERO,MITSUBISHI,MONTERO V 12 VNDL,1995,AZUL,1
02/01/2018,CESAR,VALLEDUPAR (CT),Martes,0:00:00,BELLA VISTA,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,41,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,20001000,AUTOMOVIL,MAZDA,ALLEGRO,1995,ESTRATO DE PERLA,1
02/01/2018,CUNDINAMARCA,BOGOTÁ D.C. (CT),Martes,0:00:00,VILLA MARIA I E-11,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,25,MASCULINO,SOLTERO,-,EMPLEADO PARTICULAR,-,PRIMARIA,11001000,VEHICULO-PANEL,MAZDA,B 2200,2010,BLANCO,1
02/01/2018,CUNDINAMARCA,BOGOTÁ D.C. (CT),Martes,21:30:00,ESTRELLA DEL NORTE E-1,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,CONDUCTOR VEHICULO,A PIE,65,MASCULINO,CASADO,COLOMBIA,INDEPENDIENTE,CONTADURIA PUBLICA,SUPERIOR,11001000,CAMIONETA,CHEVROLET,LUV-TFR,1995,AZUL,1
02/01/2018,CUNDINAMARCA,BOGOTÁ D.C. (CT),Martes,13:00:00,LA ESTANZUELA E-14,URBANA,PARQUEADERO,LLAVE MAESTRA,A PIE,A PIE,38,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,-,SUPERIOR,11001000,CAMIONETA,HYUNDAI,TUCSON iX35 GLS,2012,BLANCO,1
02/01/2018,VALLE,PALMIRA,Martes,19:30:00,CGTO ROZO,RURAL,PISCINA,LLAVE MAESTRA,A PIE,A PIE,47,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,76520000,AUTOMOVIL,KIA,SPORTAGE,2016,GRIS,1
03/01/2018,ANTIOQUIA,ENVIGADO,Miércoles,20:00:00,LOMA DEL ESCOBERO,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,CONDUCTOR MOTOCICLETA,CONDUCTOR VEHICULO,36,MASCULINO,CASADO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,5266000,AUTOMOVIL,BMW,X3,,BLANCO,1
03/01/2018,ANTIOQUIA,MEDELLÍN (CT),Miércoles,8:30:00,DOCE DE OCTUBRE C-6,URBANA,FRENTE A RESIDENCIAS - VIA PUBLICA,LLAVE MAESTRA,A PIE,A PIE,43,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,PRIMARIA,5001000,AUTOMOVIL,CHEVROLET,SWIFT,1992,ROJO,1
03/01/2018,ANTIOQUIA,MEDELLÍN (CT),Miércoles,22:20:00,LA MANSION C-8,URBANA,VIAS PUBLICAS,CONTUNDENTES,PASAJERO TAXI,CONDUCTOR TAXI,55,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,5001000,TAXI,HYUNDAI,ATOS PRIME,2011,AMARILLO,1
03/01/2018,ANTIOQUIA,MEDELLÍN (CT),Miércoles,15:40:00,FATIMA C-16,URBANA,FRENTE A EDIFICIO - VIA PUBLICA,ARMA DE FUEGO,A PIE,A PIE,33,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,5001000,AUTOMOVIL,MAZDA,MAZDA2,2014,BLANCO,1
03/01/2018,CUNDINAMARCA,BOGOTÁ D.C. (CT),Miércoles,10:00:00,BOSA E-7,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,43,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,11001000,AUTOMOVIL,CHEVROLET,AVEO,2013,GRIS,1
03/01/2018,CUNDINAMARCA,BOGOTÁ D.C. (CT),Miércoles,17:00:00,LOS CEDRITOS E-1,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,63,MASCULINO,CASADO,COLOMBIA,INDEPENDIENTE,-,PRIMARIA,11001000,AUTOMOVIL,FORD,FIESTA,2013,ROJO,1
03/01/2018,CUNDINAMARCA,BOGOTÁ D.C. (CT),Miércoles,23:00:00,GALAN E-16,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,CONDUCTOR VEHICULO,57,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,11001000,AUTOMOVIL,NISSAN,MARCH,2017,GRIS,1
03/01/2018,CUNDINAMARCA,BOGOTÁ D.C. (CT),Miércoles,14:00:00,SAN FERNANDO E-12,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,40,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,11001000,AUTOMOVIL,MAZDA,LINEA STANDARD,2013,BLANCO,1
03/01/2018,CUNDINAMARCA,BOGOTÁ D.C. (CT),Miércoles,21:30:00,EL CHARCO II E-9,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,46,MASCULINO,CASADO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,11001000,AUTOMOVIL,HYUNDAI,I10GL,2012,BLANCO,1
03/01/2018,CUNDINAMARCA,SIBATÉ,Miércoles,0:30:00,LA RESERVA,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,37,FEMENINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,25740000,AUTOMOVIL,BAJAJ,AVENGER 220,2014,NEGRO Y BLANCO,1
03/01/2018,NARIÑO,PASTO (CT),Miércoles,9:00:00,AIRE LIBRE,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,41,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,PSICOLOGIA,SUPERIOR,52001000,CAMPERO,CHEVROLET,SAMURAI,1992,AZUL,1
03/01/2018,VALLE,CALI (CT),Miércoles,10:00:00,CALYPSO E13,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,35,MASCULINO,CASADO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,76001000,CAMIONETA,KIA,NEW SPORTAGE LX,2014,BLANCO,1
03/01/2018,VALLE,CALI (CT),Miércoles,21:30:00,SAN ANTONIO E3,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,61,FEMENINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,76001000,AUTOMOVIL,VOLKSWAGEN,AG MULTIVAN,2018,PLATA,1
03/01/2018,VALLE,CALI (CT),Miércoles,19:30:00,EL PEÑON E3,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO MOTOCICLETA,CONDUCTOR VEHICULO,33,MASCULINO,SOLTERO,COLOMBIA,COMERCIANTE,-,SECUNDARIA,76001000,CAMIONETA,TOYOTA,PRADO,2018,GRIS,1
03/01/2018,VALLE,CALI (CT),Miércoles,15:20:00,LA FLORA E2,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO MOTOCICLETA,CONDUCTOR VEHICULO,37,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,76001000,CAMION,TOYOTA,PRADO,2013,NEGRO,1
04/01/2018,ANTIOQUIA,MEDELLÍN (CT),Jueves,21:00:00,LA MILAGROSA  C-9,URBANA,FRENTE A RESIDENCIAS - VIA PUBLICA,LLAVE MAESTRA,A PIE,CONDUCTOR VEHICULO,33,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,5001000,AUTOMOVIL,CHEVROLET,SPRINT,1994,VERDE,1
04/01/2018,ANTIOQUIA,MEDELLÍN (CT),Jueves,17:00:00,LA PALMA C-16,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,28,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,5001000,AUTOMOVIL,CHEVROLET,SPARK,2010,BEIGE,1
04/01/2018,ANTIOQUIA,MEDELLÍN (CT),Jueves,14:30:00,LAURELES C-11,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,20,MASCULINO,SOLTERO,COLOMBIA,ESTUDIANTE,-,SUPERIOR,5001000,CAMPERO,CHEVROLET,SAMURAI,1997,BLANCO,1
04/01/2018,ANTIOQUIA,TÁMESIS,Jueves,11:00:00,LA BOMBA,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,54,MASCULINO,CASADO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,5789000,VEHICULO-PANEL,GREAT WALL,SO COOL,2008,BLANCO,1
04/01/2018,ATLÁNTICO,BARRANQUILLA (CT),Jueves,2:00:00,MODERNO,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,CONDUCTOR VEHICULO,22,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,8001000,AUTOMOVIL,MAZDA,626 MILENIUM,2006,NEGRO Y BLANCO,1
04/01/2018,CÓRDOBA,LORICA,Jueves,0:50:00,LOS ANDES,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,46,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,23417000,CAMION,CHEVROLET,LINEA STANDARD,2016,BLANCO,1
04/01/2018,CUNDINAMARCA,BOGOTÁ D.C. (CT),Jueves,17:00:00,VEINTE DE JULIO E-4,URBANA,PARQUEADERO,LLAVE MAESTRA,A PIE,A PIE,59,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,-,PRIMARIA,11001000,AUTOMOVIL,CHEVROLET,CHEVETTE,1987,ROJO,1
04/01/2018,CUNDINAMARCA,BOGOTÁ D.C. (CT),Jueves,23:00:00,CANODROMO E-11,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,CONDUCTOR VEHICULO,37,MASCULINO,CASADO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,11001000,AUTOMOVIL,RENAULT,LOGAN FAMILIER,2011,NEGRO,1
04/01/2018,CUNDINAMARCA,BOGOTÁ D.C. (CT),Jueves,18:00:00,CIUDAD KENNEDY NORTE   E-8,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,41,FEMENINO,DIVORCIADO,COLOMBIA,EMPLEADO PARTICULAR,-,SUPERIOR,11001000,AUTOMOVIL,KIA,PICANTO EX,2015,ROJO,1
04/01/2018,CUNDINAMARCA,BOGOTÁ D.C. (CT),Jueves,1:00:00,TIMIZA E-8,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,27,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,TECNICO,11001000,AUTOMOVIL,MAZDA,323 NB,1985,STRATO PLATA,1
04/01/2018,CUNDINAMARCA,BOGOTÁ D.C. (CT),Jueves,17:30:00,HORIZONTES E-1,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,53,MASCULINO,CASADO,COLOMBIA,INDEPENDIENTE,-,SUPERIOR,11001000,AUTOMOVIL,CHEVROLET,SPARK,2017,NEGRO,1
04/01/2018,CUNDINAMARCA,BOGOTÁ D.C. (CT),Jueves,23:50:00,CIUDAD JARDIN SUR E-15,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,CONDUCTOR VEHICULO,35,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,-,TECNICO,11001000,AUTOMOVIL,KIA,SOUL,2011,NEGRO,1
04/01/2018,GUAJIRA,MAICAO,Jueves,0:00:00,CENTRO,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,,MASCULINO,SOLTERO,-,EMPLEADO PARTICULAR,-,PRIMARIA,44430000,VEHICULO-PANEL,CHEVROLET,LINEA STANDARD,2013,VERDE,1
04/01/2018,QUINDÍO,CALARCA,Jueves,20:00:00,SECTOR ALTO DE LA LINEA,RURAL,TRAMO DE VIA,ESCOPOLAMINA,CONDUCTOR VEHICULO,CONDUCTOR VEHICULO,38,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,63130000,TRACTOMULA,KENWORTH,K300,2012,NARANJA,1
04/01/2018,SANTANDER,FLORIDABLANCA,Jueves,10:00:00,TORRES DE SAN FELIPE I,URBANA,BODEGAS Y SIMILARES,SIN EMPLEO DE ARMAS,A PIE,A PIE,56,FEMENINO,CASADO,COLOMBIA,COMERCIANTE,NO REPORTADA,SECUNDARIA,68276000,AUTOMOVIL,RENAULT,STEPWAY,2018,BLANCO,1
04/01/2018,VALLE,CALI (CT),Jueves,16:00:00,LOS ANDES E5,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,21,MASCULINO,SOLTERO,COLOMBIA,ESTUDIANTE,-,SECUNDARIA,76001000,AUTOMOVIL,CHEVROLET,SPARK,2017,AZUL,1
04/01/2018,VALLE,CALI (CT),Jueves,14:50:00,EL GRAN LIMONAR E17,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,50,FEMENINO,SOLTERO,COLOMBIA,EMPLEADO SALUD,MEDICINA,SUPERIOR,76001000,AUTOMOVIL,AUDI,ALLROAD,2015,ROJO,1
04/01/2018,VALLE,JAMUNDÍ,Jueves,12:00:00,RANCHO ALEGRE (24-S-02),RURAL,FINCAS Y SIMILARES,LLAVE MAESTRA,A PIE,A PIE,48,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,76364000,CAMIONETA,TOYOTA,HILUX RN 85,1995,BEIGE,1
05/01/2018,ANTIOQUIA,BELLO,Viernes,14:45:00,GUASIMALITO,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO MOTOCICLETA,CONDUCTOR VEHICULO,28,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,5088000,AUTOMOVIL,RENAULT,CLIO,2008,GRIS,1
05/01/2018,ANTIOQUIA,MEDELLÍN (CT),Viernes,20:30:00,VILLA FLORA C-7,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,26,FEMENINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,5001000,AUTOMOVIL,KIA,CERATO FORTE  HB SX,2012,NEGRO,1
05/01/2018,ANTIOQUIA,MEDELLÍN (CT),Viernes,7:15:00,PEDREGAL C-6,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,50,MASCULINO,CASADO,COLOMBIA,NO REPORTA,-,SECUNDARIA,5001000,CAMPERO,MITSUBISHI,MONTERO V 13 VN,1997,NEGRO,1
05/01/2018,ANTIOQUIA,MEDELLÍN (CT),Viernes,7:05:00,CAMPO AMOR C-15,URBANA,PARQUEADERO,ARMA DE FUEGO,A PIE,CONDUCTOR VEHICULO,60,MASCULINO,CASADO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,5001000,AUTOMOVIL,KIA,PICANTO,2009,GRIS,1
05/01/2018,ANTIOQUIA,MEDELLÍN (CT),Viernes,13:04:00,CAMPO AMOR C-15,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,CONDUCTOR VEHICULO,32,FEMENINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,5001000,CAMIONETA,KIA,SPORTAGE,2016,GRIS,1
05/01/2018,ANTIOQUIA,SABANETA,Viernes,17:00:00,CALLE LARGA,URBANA,FRENTE A RESIDENCIAS - VIA PUBLICA,LLAVE MAESTRA,A PIE,CONDUCTOR VEHICULO,36,FEMENINO,CASADO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,5631000,CAMIONETA,CHEVROLET,KB 41B,1981,NARANJA,1
05/01/2018,ATLÁNTICO,BARRANQUILLA (CT),Viernes,21:30:00,EL RECREO,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,CONDUCTOR MOTOCICLETA,32,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,8001000,AUTOMOVIL,RENAULT,BUGGY,2015,GRIS,1
05/01/2018,CAUCA,POPAYÁN (CT),Viernes,12:55:00,CIUDAD JARDIN,URBANA,PARQUEADERO,LLAVE MAESTRA,A PIE,CONDUCTOR VEHICULO,58,FEMENINO,SOLTERO,COLOMBIA,INDEPENDIENTE,INGENIERÍA CIVIL,SUPERIOR,19001000,VEHICULO-PANEL,MITSUBISHI,MONTERO,1996,AZUL,1
05/01/2018,CESAR,EL COPEY,Viernes,12:40:00,VEREDA,RURAL,CARRETERA,ARMA DE FUEGO,PASAJERO VEHICULO,CONDUCTOR VEHICULO,26,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,20238000,CAMION,INTERNATIONAL,7600,1984,AMARILLO,1
05/01/2018,CESAR,RÍO DE ORO,Viernes,19:00:00,VEREDA,RURAL,CARRETERA,ARMA DE FUEGO,PASAJERO VEHICULO,CONDUCTOR VEHICULO,33,MASCULINO,CASADO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,20614000,TRACTOMULA,CHEVROLET,BRIGADIER,1994,NEGRO,1
05/01/2018,CESAR,VALLEDUPAR (CT),Viernes,2:00:00,SIMON BOLIVAR,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,60,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,20001000,AUTOMOVIL,MAZDA,ALLEGRO,1999,GRIS,1
05/01/2018,CUNDINAMARCA,BOGOTÁ D.C. (CT),Viernes,0:00:00,MANDALAY I ETAPA E-8,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,PASAJERO VEHICULO,CONDUCTOR VEHICULO,38,MASCULINO,CASADO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,11001000,AUTOMOVIL,CHEVROLET,AVEO EMOTION,2007,BEIGE,1
05/01/2018,CUNDINAMARCA,BOGOTÁ D.C. (CT),Viernes,20:00:00,PARQUE NACIONAL E-3,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,47,MASCULINO,CASADO,COLOMBIA,EMPLEADO PARTICULAR,-,PRIMARIA,11001000,AUTOMOVIL,CHEVROLET,SPARK,2018,ROJO,1
05/01/2018,CUNDINAMARCA,BOGOTÁ D.C. (CT),Viernes,15:00:00,SAN MARCOS E-10,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,48,MASCULINO,CASADO,COLOMBIA,EMPLEADO PARTICULAR,-,PRIMARIA,11001000,CAMIONETA,FORD,RANGER F26DC9,2001,GRIS,1
05/01/2018,CUNDINAMARCA,BOGOTÁ D.C. (CT),Viernes,15:00:00,TECHO  E-8,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,CONDUCTOR VEHICULO,29,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,-,SUPERIOR,11001000,CAMIONETA,MAZDA,BT 50,2011,PLATA,1
05/01/2018,CUNDINAMARCA,BOGOTÁ D.C. (CT),Viernes,17:00:00,ALCALA E-16,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,CONDUCTOR VEHICULO,68,MASCULINO,CASADO,COLOMBIA,INDEPENDIENTE,-,TECNICO,11001000,AUTOMOVIL,CHEVROLET,CHEVETTE,1985,ROJO,1
05/01/2018,CUNDINAMARCA,BOGOTÁ D.C. (CT),Viernes,16:00:00,LA TRINIDAD E-16,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,34,MASCULINO,CASADO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,11001000,AUTOMOVIL,KIA,PICANTO LX,2017,GRIS,1
05/01/2018,CUNDINAMARCA,BOGOTÁ D.C. (CT),Viernes,16:00:00,SAN MIGUEL E-4,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,50,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,PRIMARIA,11001000,CAMION,HINO,FC9JJTA,2017,BLANCO,1
05/01/2018,CUNDINAMARCA,BOGOTÁ D.C. (CT),Viernes,11:30:00,BONANZA E-10,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,CONDUCTOR VEHICULO,,MASCULINO,CASADO,COLOMBIA,INDEPENDIENTE,-,PRIMARIA,11001000,AUTOMOVIL,RENAULT,LOGAN,2016,GRIS,1
05/01/2018,CUNDINAMARCA,BOGOTÁ D.C. (CT),Viernes,19:40:00,EL MOCHUELO ORIENTAL E-19,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO MOTOCICLETA,CONDUCTOR VEHICULO,,MASCULINO,-,-,NO REPORTA,-,-,11001000,AUTOMOVIL,RENAULT,LINEA STANDARD,2016,GRIS,1
05/01/2018,CUNDINAMARCA,BOGOTÁ D.C. (CT),Viernes,19:15:00,SAN ANTONIO E-15,URBANA,BAHIA,LLAVE MAESTRA,A PIE,A PIE,62,MASCULINO,CASADO,COLOMBIA,DESEMPLEADO,-,PRIMARIA,11001000,AUTOMOVIL,MAZDA,323 NB,1987,SILICE TORNADO,1
05/01/2018,CUNDINAMARCA,BOGOTÁ D.C. (CT),Viernes,20:50:00,SAN FRANCISCO E-16,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,55,MASCULINO,SEPARADO,COLOMBIA,INDEPENDIENTE,-,TECNICO,11001000,AUTOMOVIL,CHEVROLET,SPARK,2017,NEGRO,1
05/01/2018,CUNDINAMARCA,FACATATIVÁ,Viernes,0:00:00,CENTRO,URBANA,FRENTE A ALMACEN - VIA PUBLICA,LLAVE MAESTRA,A PIE,A PIE,18,MASCULINO,SOLTERO,-,EMPLEADO PARTICULAR,-,PRIMARIA,25269000,AUTOMOVIL,HYUNDAI,i 30,2015,GRIS,1
05/01/2018,CUNDINAMARCA,SOACHA,Viernes,0:00:00,SAN MATEO,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,18,FEMENINO,CASADO,-,EMPLEADO PARTICULAR,-,PRIMARIA,25754000,AUTOMOVIL,FIAT,LINEA STANDARD,1996,BLANCO,1
05/01/2018,SANTANDER,SUAITA,Viernes,0:00:00,PUENTE NACIONAL-VADOREAL,RURAL,VIAS PUBLICAS,ESCOPOLAMINA,A PIE,CONDUCTOR VEHICULO,44,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,-,PRIMARIA,68770000,CAMIONETA,HYUNDAI,TUCSON iX35 GLS,2012,BLANCO,1
