"","Fecha","Departamento","Municipio","Día","Hora","Barrio","Zona","Clase.de.sitio","Arma.empleada","Móvil.Agresor","Móvil.Victima","Edad","Sexo","Estado.civil","País.de.nacimiento","Clase.de.empleado","Profesión","Escolaridad","CLASE","MARCA","LINEA","MODELO","COLOR","Mes","Dia.Mes","Hora.dia"
"1068",2018-02-10,"RISARALDA","PEREIRA (CT)","Sábado","17:00:00","VDA. LA CONVENCION","RURAL","VIAS PUBLICAS","ARMA BLANCA / CORTOPUNZANTE","A PIE","A PIE",63,"MASCULINO","CASADO","COLOMBIA","EMPLEADO PUBLICO","DESCONOCIDO","SECUNDARIA","VEHICULO-PANEL","CHEVROLET","SONIC",2014,"AZUL",2,10,17
"1069",2018-02-10,"TOLIMA","SAN LUIS","Sábado","17:30:00","VRDA. JAGUA FLOR","RURAL","VIAS PUBLICAS","ARMA DE FUEGO","A PIE","CONDUCTOR VEHICULO",59,"MASCULINO","UNION LIBRE","COLOMBIA","COMERCIANTE","DESCONOCIDO","SECUNDARIA","AUTOMOVIL","CHEVROLET","LUV D MAX DSL",2006,"GRIS",2,10,17
"1070",2018-02-10,"VALLE","CALI (CT)","Sábado","18:00:00","NAPOLES E18","URBANA","VIAS PUBLICAS","LLAVE MAESTRA","A PIE","A PIE",36,"FEMENINO","CASADO","COLOMBIA","INDEPENDIENTE","PSICOLOGIA","SUPERIOR","AUTOMOVIL","KIA","PICANTO LX",2011,"PLATEADO",2,10,18
"1071",2018-02-10,"VALLE","CALI (CT)","Sábado","6:00:00","SAN LUIS II E6","URBANA","FRENTE A RESIDENCIAS - VIA PUBLICA","LLAVE MAESTRA","A PIE","A PIE",30,"MASCULINO","SOLTERO","COLOMBIA","EMPLEADO POLICIAL","ADMINISTRACION  POLICIAL","SUPERIOR","AUTOMOVIL","CHEVROLET","OPTRA",2005,"BLANCO",2,10,6
"1072",2018-02-10,"VALLE","CALI (CT)","Sábado","6:00:00","SECTOR PUENTE DEL COMERCIO E6","URBANA","BAHIA","LLAVE MAESTRA","A PIE","A PIE",63,"MASCULINO","CASADO","COLOMBIA","EMPLEADO PARTICULAR","DESCONOCIDO","SECUNDARIA","AUTOMOVIL","KIA","PICANTO",2006,"ROJO",2,10,6
"1073",2018-02-10,"VALLE","CALI (CT)","Sábado","7:00:00","EL TRONCAL E8","URBANA","VIAS PUBLICAS","LLAVE MAESTRA","A PIE","A PIE",66,"MASCULINO","CASADO","COLOMBIA","EMPLEADO PARTICULAR","DESCONOCIDO","PRIMARIA","AUTOMOVIL","MAZDA","626 L",1992,"ESTRATO DE PERLA",2,10,7
"1074",2018-02-10,"VALLE","CALI (CT)","Sábado","12:00:00","CAÑAVERALEJO - SEGUROS P. E19","URBANA","VIAS PUBLICAS","LLAVE MAESTRA","A PIE","A PIE",52,"FEMENINO","UNION LIBRE","COLOMBIA","EMPLEADO PARTICULAR","ADMINISTRACION  DE EMPRESAS","SUPERIOR","AUTOMOVIL","MAZDA","2",2017,"GRIS",2,10,12
"1075",2018-02-10,"VALLE","CALI (CT)","Sábado","12:00:00","TORRES DE CONFANDI E5","URBANA","VIAS PUBLICAS","LLAVE MAESTRA","A PIE","A PIE",51,"MASCULINO","SOLTERO","COLOMBIA","INDEPENDIENTE","DESCONOCIDO","SECUNDARIA","AUTOMOVIL","HYUNDAI","I10GL",2013,"AZUL",2,10,12
"1076",2018-02-10,"VALLE","CALI (CT)","Sábado","10:30:00","PROMOCIONES POPULARES E14","URBANA","VIAS PUBLICAS","LLAVE MAESTRA","A PIE","A PIE",48,"FEMENINO","SOLTERO","COLOMBIA","EMPLEADO PARTICULAR","DESCONOCIDO","SECUNDARIA","AUTOMOVIL","CHEVROLET","SPARK",2015,"BLANCO",2,10,10
"1077",2018-02-10,"VALLE","CALI (CT)","Sábado","23:30:00","SAN CAYETANO E3","URBANA","VIAS PUBLICAS","LLAVE MAESTRA","A PIE","A PIE",37,"MASCULINO","CASADO","COLOMBIA","EMPLEADO PARTICULAR","ADMINISTRACION  DE EMPRESAS","SUPERIOR","AUTOMOVIL","CHEVROLET","SAIL",2015,"BLANCO",2,10,23
"1078",2018-02-10,"VALLE","CALI (CT)","Sábado","5:15:00","BRISAS DE LOS ALAMOS E2","URBANA","FRENTE A RESIDENCIAS - VIA PUBLICA","LLAVE MAESTRA","A PIE","A PIE",32,"MASCULINO","UNION LIBRE","COLOMBIA","EMPLEADO PARTICULAR","DESCONOCIDO","TECNICO","AUTOMOVIL","CHEVROLET","SPARK",2013,"PLATA",2,10,5
"1079",2018-02-10,"VALLE","CALI (CT)","Sábado","7:35:00","CALYPSO E13","URBANA","FRENTE A RESIDENCIAS - VIA PUBLICA","LLAVE MAESTRA","A PIE","A PIE",47,"MASCULINO","CASADO","COLOMBIA","EMPLEADO PARTICULAR","TECNOLOGO  ELECTRICA","TECNICO","AUTOMOVIL","CHEVROLET","SPRINT",1997,"AZUL",2,10,7
"1080",2018-02-10,"VALLE","CALI (CT)","Sábado","14:55:00","VIPASA E2","URBANA","FRENTE A RESIDENCIAS - VIA PUBLICA","LLAVE MAESTRA","A PIE","A PIE",32,"FEMENINO","SOLTERO","COLOMBIA","COMERCIANTE","DESCONOCIDO","SUPERIOR","CAMIONETA","KIA","NEW SPORTAGE LX",2018,"GRIS",2,10,14
"1081",2018-02-11,"ANTIOQUIA","MEDELLÍN (CT)","Domingo","0:00:00","BARRIO COLOMBIA C-14","URBANA","FRENTE A DISCOTECAS","LLAVE MAESTRA","A PIE","A PIE",50,"FEMENINO","CASADO","COLOMBIA","EMPLEADO PARTICULAR","DESCONOCIDO","SUPERIOR","AUTOMOVIL","HYUNDAI","I10 GL 1.1",2012,"DORADO",2,11,0
"1082",2018-02-11,"ANTIOQUIA","MEDELLÍN (CT)","Domingo","7:40:00","CASTILLA C-5","URBANA","VIAS PUBLICAS","LLAVE MAESTRA","A PIE","A PIE",37,"MASCULINO","SOLTERO","COLOMBIA","NO REPORTA","DESCONOCIDO","PRIMARIA","CAMIONETA","NISSAN","D22/NP300",2015,"PLATA",2,11,7
"1083",2018-02-11,"ANTIOQUIA","SABANETA","Domingo","9:30:00","HOLANDA","URBANA","VIAS PUBLICAS","LLAVE MAESTRA","A PIE","A PIE",48,"MASCULINO","CASADO","COLOMBIA","EMPLEADO PARTICULAR","DESCONOCIDO","SECUNDARIA","AUTOMOVIL","MAZDA","323 HB",1988,"BLANCO",2,11,9
"1084",2018-02-11,"CAUCA","SANTANDER DE QUILICHAO","Domingo","18:30:00","VDA MONTERILLA","RURAL","CARRETERA","ARMA DE FUEGO","PASAJERO MOTOCICLETA","CONDUCTOR VEHICULO",60,"MASCULINO","CASADO","COLOMBIA","AGRICULTOR","DESCONOCIDO","PRIMARIA","CAMIONETA","CHEVROLET","CARGO VAN",2011,"BLANCO",2,11,18
"1085",2018-02-11,"CESAR","VALLEDUPAR (CT)","Domingo","0:30:00","DANGON","URBANA","FRENTE A RESIDENCIAS - VIA PUBLICA","LLAVE MAESTRA","A PIE","A PIE",40,"MASCULINO","UNION LIBRE","COLOMBIA","EMPLEADO PARTICULAR","DESCONOCIDO","SECUNDARIA","CAMIONETA","MAZDA","BT 50 4X4",2014,"BLANCO",2,11,0
"1087",2018-02-11,"CUNDINAMARCA","BOGOTÁ D.C. (CT)","Domingo","19:00:00","CASA GRANDE E-19","URBANA","VIAS PUBLICAS","LLAVE MAESTRA","A PIE","A PIE",31,"MASCULINO","UNION LIBRE","COLOMBIA","EMPLEADO PARTICULAR","DESCONOCIDO","SECUNDARIA","CAMIONETA","MAZDA","B 2200",1994,"ROJO",2,11,19
"1088",2018-02-11,"CUNDINAMARCA","BOGOTÁ D.C. (CT)","Domingo","23:00:00","SAN FERNANDO E-12","URBANA","VIAS PUBLICAS","ARMA DE FUEGO","A PIE","A PIE",51,"MASCULINO","DIVORCIADO","COLOMBIA","EMPLEADO PARTICULAR","DERECHO","SUPERIOR","AUTOMOVIL","KIA","CERATO FORTE SX",2013,"BLANCO",2,11,23
"1089",2018-02-11,"CUNDINAMARCA","BOGOTÁ D.C. (CT)","Domingo","11:00:00","LA TRINIDAD E-16","URBANA","VIAS PUBLICAS","LLAVE MAESTRA","A PIE","A PIE",58,"MASCULINO","CASADO","COLOMBIA","EMPLEADO PARTICULAR","DESCONOCIDO","SECUNDARIA","AUTOMOVIL","CHEVROLET","SPARK",2015,"PLATA",2,11,11
"1090",2018-02-11,"CUNDINAMARCA","BOGOTÁ D.C. (CT)","Domingo","18:00:00","CHARLES DE GAULLE E-7","URBANA","VIAS PUBLICAS","LLAVE MAESTRA","A PIE","A PIE",59,"MASCULINO","UNION LIBRE","COLOMBIA","EMPLEADO PARTICULAR","DESCONOCIDO","SECUNDARIA","CAMIONETA","CHEVROLET","LUV-TFR",1994,"ROJO",2,11,18
"1091",2018-02-11,"CUNDINAMARCA","BOGOTÁ D.C. (CT)","Domingo","9:00:00","VILLAS DE GRANADA E-10","URBANA","VIAS PUBLICAS","LLAVE MAESTRA","A PIE","A PIE",22,"FEMENINO","SOLTERO","COLOMBIA","EMPLEADO PARTICULAR","DESCONOCIDO","SUPERIOR","AUTOMOVIL","KIA","PICANTO EX",2014,"GRIS",2,11,9
"1092",2018-02-11,"CUNDINAMARCA","BOGOTÁ D.C. (CT)","Domingo","2:00:00","LOS COMUNEROS E-11","URBANA","VIAS PUBLICAS","LLAVE MAESTRA","A PIE","A PIE",43,"MASCULINO","UNION LIBRE","COLOMBIA","EMPLEADO PARTICULAR","DESCONOCIDO","SECUNDARIA","AUTOMOVIL","CHEVROLET","SPARK",2018,"NEGRO",2,11,2
"1093",2018-02-11,"CUNDINAMARCA","BOGOTÁ D.C. (CT)","Domingo","8:30:00","EL PORVENIR E-7","URBANA","VIAS PUBLICAS","LLAVE MAESTRA","A PIE","A PIE",34,"MASCULINO","CASADO","COLOMBIA","EMPLEADO PARTICULAR","DESCONOCIDO","SECUNDARIA","AUTOMOVIL","HYUNDAI","i 10",2009,"PLATA",2,11,8
"1094",2018-02-11,"CUNDINAMARCA","BOGOTÁ D.C. (CT)","Domingo","23:15:00","VERAGUAS E-14","URBANA","VIAS PUBLICAS","SIN EMPLEO DE ARMAS","A PIE","A PIE",41,"MASCULINO","SEPARADO","COLOMBIA","EMPLEADO PARTICULAR","DESCONOCIDO","TECNICO","CAMPERO","CHEVROLET","CAPTIVA",2008,"BEIGE",2,11,23
"1095",2018-02-11,"CUNDINAMARCA","BOGOTÁ D.C. (CT)","Domingo","20:10:00","BOCHICA E-10","URBANA","VIAS PUBLICAS","LLAVE MAESTRA","A PIE","A PIE",26,"MASCULINO","SOLTERO","COLOMBIA","EMPLEADO PARTICULAR","DESCONOCIDO","TECNOLOGO","AUTOMOVIL","CHEVROLET","SPARK LIFE",2017,"ROJO",2,11,20
"1096",2018-02-11,"CUNDINAMARCA","BOGOTÁ D.C. (CT)","Domingo","19:45:00","EL TEJAR E-16","URBANA","VIAS PUBLICAS","LLAVE MAESTRA","A PIE","A PIE",40,"MASCULINO","CASADO","COLOMBIA","EMPLEADO PARTICULAR","TECNOLOGO  EN TELECOMUNICACIONES","TECNOLOGO","AUTOMOVIL","HYUNDAI","I10GL",2010,"ROJO",2,11,19
"1097",2018-02-11,"CUNDINAMARCA","BOGOTÁ D.C. (CT)","Domingo","1:15:00","TIMIZA E-8","URBANA","VIAS PUBLICAS","LLAVE MAESTRA","A PIE","A PIE",33,"MASCULINO","CASADO","COLOMBIA","NO REPORTA","CONTADURIA PUBLICA","SUPERIOR","AUTOMOVIL","KIA","RIO UB EX",2015,"GRIS",2,11,1
"1098",2018-02-11,"CUNDINAMARCA","FUSAGASUGÁ","Domingo","0:00:00","VER. TIERRA NEGRA","RURAL","FINCAS Y SIMILARES","SIN EMPLEO DE ARMAS","A PIE","A PIE",46,"MASCULINO","UNION LIBRE","COLOMBIA","NO REPORTA","DESCONOCIDO","SECUNDARIA","AUTOMOVIL","RENAULT","LINEA STANDARD",1984,"NEGRO",2,11,0
"1099",2018-02-11,"GUAJIRA","SAN JUAN DEL CESAR","Domingo","8:15:00","CORREGIMIENTO LOS HATICOS","RURAL","TRAMO DE VIA","ARMA DE FUEGO","CONDUCTOR MOTOCICLETA","CONDUCTOR VEHICULO",31,"MASCULINO","UNION LIBRE","COLOMBIA","EMPLEADO PARTICULAR","DESCONOCIDO","SECUNDARIA","CAMPERO","FORD","EDGE LIMITED",2012,"AZUL",2,11,8
"1100",2018-02-11,"NARIÑO","PASTO (CT)","Domingo","16:00:00","LOS PINOS","URBANA","VIAS PUBLICAS","SIN EMPLEO DE ARMAS","PASAJERO VEHICULO","A PIE",73,"MASCULINO","SEPARADO","COLOMBIA","NO REPORTA","DESCONOCIDO","SUPERIOR","AUTOMOVIL","CHEVROLET","VITARA",1994,"AZUL",2,11,16
"1101",2018-02-11,"VALLE","CALI (CT)","Domingo","16:00:00","EL LIMONAR E17","URBANA","VIAS PUBLICAS","LLAVE MAESTRA","A PIE","A PIE",57,"FEMENINO","CASADO","COLOMBIA","EMPLEADO PARTICULAR","TECNOLOGO  EN CONTABILIDAD","TECNICO","CAMIONETA","KIA","NEW SPORTAGE LX",2010,"NEGRO",2,11,16
"1102",2018-02-11,"VALLE","CALI (CT)","Domingo","9:00:00","PROMOCIONES POPULARES E14","URBANA","VIAS PUBLICAS","LLAVE MAESTRA","A PIE","A PIE",38,"FEMENINO","SOLTERO","COLOMBIA","EMPLEADO PARTICULAR","DESCONOCIDO","SECUNDARIA","CAMIONETA","CHEVROLET","LUV",2007,"BLANCO",2,11,9
"1103",2018-02-11,"VALLE","CALI (CT)","Domingo","20:30:00","VILLACOLOMBIA E8","URBANA","VIAS PUBLICAS","LLAVE MAESTRA","A PIE","A PIE",44,"MASCULINO","SOLTERO","COLOMBIA","EMPLEADO PARTICULAR","DESCONOCIDO","SECUNDARIA","AUTOMOVIL","CHEVROLET","SPARK",2016,"ROJO",2,11,20
"1104",2018-02-11,"VALLE","CALI (CT)","Domingo","19:30:00","CAMINO REAL - LOS FUNDADORES E19","URBANA","VIAS PUBLICAS","LLAVE MAESTRA","A PIE","A PIE",49,"MASCULINO","SOLTERO","COLOMBIA","EMPLEADO PARTICULAR","DESCONOCIDO","SECUNDARIA","CAMIONETA","FORD","F22DC7",2008,"BLANCO",2,11,19
"1105",2018-02-11,"VALLE","CALI (CT)","Domingo","9:30:00","SINDICAL E12","URBANA","VIAS PUBLICAS","LLAVE MAESTRA","A PIE","A PIE",45,"FEMENINO","UNION LIBRE","COLOMBIA","EMPLEADO PARTICULAR","DESCONOCIDO","SECUNDARIA","AUTOMOVIL","MAZDA","323",1994,"BLANCO",2,11,9
"1106",2018-02-12,"ANTIOQUIA","MEDELLÍN (CT)","Lunes","22:00:00","BUENOS AIRES  C-9","URBANA","VIAS PUBLICAS","LLAVE MAESTRA","A PIE","A PIE",24,"MASCULINO","UNION LIBRE","COLOMBIA","NO REPORTA","DESCONOCIDO","SECUNDARIA","AUTOMOVIL","MAZDA","323 HEF",1997,"VERDE",2,12,22
"1107",2018-02-12,"ANTIOQUIA","MEDELLÍN (CT)","Lunes","20:30:00","VDA. PEDREGAL ALTO S.C.","RURAL","CARRETERA","ARMA DE FUEGO","PASAJERO MOTOCICLETA","CONDUCTOR VEHICULO",36,"MASCULINO","CASADO","COLOMBIA","EMPLEADO PARTICULAR","DESCONOCIDO","SUPERIOR","AUTOMOVIL","SUZUKI","SWIFT",2014,"GRIS",2,12,20
"1108",2018-02-12,"ANTIOQUIA","MEDELLÍN (CT)","Lunes","15:45:00","CAMPO AMOR C-15","URBANA","VIAS PUBLICAS","ARMA DE FUEGO","A PIE","CONDUCTOR VEHICULO",40,"FEMENINO","UNION LIBRE","COLOMBIA","NO REPORTA","DESCONOCIDO","SUPERIOR","AUTOMOVIL","HYUNDAI","I10GL",2012,"PLATA",2,12,15
"1109",2018-02-12,"CAUCA","CALOTO","Lunes","10:30:00","VDA TOEZ VIVE","RURAL","VIAS PUBLICAS","ARMA DE FUEGO","PASAJERO MOTOCICLETA","CONDUCTOR VEHICULO",45,"MASCULINO","UNION LIBRE","COLOMBIA","EMPLEADO PARTICULAR","DESCONOCIDO","SECUNDARIA","AUTOMOVIL","MERCEDES BENZ","CLA 180",2017,"BLANCO",2,12,10
"1110",2018-02-12,"CAUCA","POPAYÁN (CT)","Lunes","11:30:00","CENTRO UNIVERSITARIO TULCAN","URBANA","UNIVERSIDADES","SIN EMPLEO DE ARMAS","A PIE","CONDUCTOR VEHICULO",46,"MASCULINO","SOLTERO","COLOMBIA","EMPLEADO PUBLICO","ANTROPOLOGIA","SUPERIOR","CAMIONETA","MAZDA","BT 50",2011,"BLANCO",2,12,11
"1111",2018-02-12,"CUNDINAMARCA","BOGOTÁ D.C. (CT)","Lunes","11:00:00","7 DE AGOSTO E-12","URBANA","OFICINAS","SIN EMPLEO DE ARMAS","A PIE","CONDUCTOR VEHICULO",31,"MASCULINO","CASADO","COLOMBIA","INDEPENDIENTE","INGENIERÍA INDUSTRIAL","SUPERIOR","CAMIONETA","CHANGAN","DESCONOCIDA",2015,"ROJO",2,12,11
"1112",2018-02-12,"CUNDINAMARCA","BOGOTÁ D.C. (CT)","Lunes","13:30:00","ACAPULCO E-10","URBANA","VIAS PUBLICAS","LLAVE MAESTRA","A PIE","A PIE",42,"FEMENINO","DIVORCIADO","COLOMBIA","EMPLEADO PARTICULAR","ODONTOLOGIA","SUPERIOR","CAMPERO","MITSUBISHI","MONTERO",1985,"ORO",2,12,13
"1113",2018-02-12,"CUNDINAMARCA","BOGOTÁ D.C. (CT)","Lunes","23:50:00","TOCAREMA E-8","URBANA","VIAS PUBLICAS","LLAVE MAESTRA","A PIE","A PIE",40,"MASCULINO","SEPARADO","COLOMBIA","DESEMPLEADO","DESCONOCIDO","SECUNDARIA","AUTOMOVIL","MAZDA","323 NS",1988,"SILICE TORNADO",2,12,23
"1114",2018-02-12,"CUNDINAMARCA","BOGOTÁ D.C. (CT)","Lunes","0:05:00","CERRO DE SAN VICENTE E-4","URBANA","PARQUEADERO","LLAVE MAESTRA","A PIE","A PIE",55,"MASCULINO","CASADO","COLOMBIA","EMPLEADO PARTICULAR","DESCONOCIDO","PRIMARIA","AUTOMOVIL","CHEVROLET","CORSA L",1996,"NARANJA",2,12,0
"1115",2018-02-12,"CUNDINAMARCA","BOGOTÁ D.C. (CT)","Lunes","6:45:00","VENECIA E-6","URBANA","VIAS PUBLICAS","LLAVE MAESTRA","A PIE","A PIE",33,"FEMENINO","SOLTERO","COLOMBIA","EMPLEADO PARTICULAR","DESCONOCIDO","SECUNDARIA","AUTOMOVIL","DAEWOO","RACER",1995,"VERDE",2,12,6
"1116",2018-02-12,"GUAJIRA","MAICAO","Lunes","13:00:00","JOSE D BOSCAN","URBANA","VIAS PUBLICAS","SIN EMPLEO DE ARMAS","A PIE","CONDUCTOR VEHICULO",44,"MASCULINO","CASADO","VENEZUELA","COMERCIANTE","DESCONOCIDO","SECUNDARIA","CAMIONETA","TOYOTA","FORTUNER",2010,"VERDE",2,12,13
"1117",2018-02-12,"HUILA","NEIVA (CT)","Lunes","11:33:00","IPANEMA","URBANA","VIAS PUBLICAS","SIN EMPLEO DE ARMAS","A PIE","CONDUCTOR VEHICULO",31,"MASCULINO","SOLTERO","COLOMBIA","EMPLEADO PARTICULAR","INGENIERO","SUPERIOR","CAMIONETA","CHEVROLET","DMAX",2014,"GRIS",2,12,11
"1118",2018-02-12,"NARIÑO","EL TAMBO","Lunes","0:00:00","VDA BELLO HORIZONTE","RURAL","VIAS PUBLICAS","ARMA DE FUEGO","A PIE","A PIE",35,"MASCULINO","SOLTERO","DESCONOCIDO","EMPLEADO PARTICULAR","NO REPORTADA","NO REPORTADO","AUTOMOVIL","CHEVROLET","LINEA STANDARD",2013,"NEGRO",2,12,0
"1119",2018-02-12,"NARIÑO","IPIALES","Lunes","17:40:00","CORREGIMIENTO SAN JUAN","RURAL","VIAS PUBLICAS","ARMA DE FUEGO","PASAJERO VEHICULO","CONDUCTOR VEHICULO",46,"MASCULINO","UNION LIBRE","COLOMBIA","EMPLEADO PARTICULAR","DESCONOCIDO","PRIMARIA","CAMIONETA","CHEVROLET","DESCONOCIDA",2004,"PLATEADO",2,12,17
"1120",2018-02-12,"NORTE DE SANTANDER","CÚCUTA (CT)","Lunes","8:40:00","BARRIO LLERAS RESTREPO","URBANA","VIAS PUBLICAS","LLAVE MAESTRA","CONDUCTOR VEHICULO","A PIE",68,"MASCULINO","CASADO","COLOMBIA","INDEPENDIENTE","DESCONOCIDO","PRIMARIA","CAMIONETA","ISUZU","FRR",1990,"NEGRO",2,12,8
"1122",2018-02-12,"TOLIMA","MELGAR","Lunes","8:30:00","VRDA. EL SALERO","RURAL","VIAS PUBLICAS","ARMA BLANCA / CORTOPUNZANTE","A PIE","A PIE",69,"MASCULINO","UNION LIBRE","COLOMBIA","EMPLEADO PARTICULAR","DESCONOCIDO","SECUNDARIA","AUTOMOVIL","FOTON","LINEA STANDARD",2013,"BLANCO",2,12,8
"1123",2018-02-12,"VALLE","CALI (CT)","Lunes","21:00:00","DEPARTAMENTAL E10","URBANA","VIAS PUBLICAS","ARMA DE FUEGO","PASAJERO MOTOCICLETA","CONDUCTOR VEHICULO",63,"MASCULINO","CASADO","COLOMBIA","INDEPENDIENTE","DESCONOCIDO","SECUNDARIA","CAMIONETA","CHEVROLET","TRACKER",2014,"AZUL",2,12,21
"1124",2018-02-12,"VALLE","CALI (CT)","Lunes","19:00:00","FONAVIEMCALI E6","URBANA","FRENTE A RESIDENCIAS - VIA PUBLICA","LLAVE MAESTRA","A PIE","A PIE",32,"MASCULINO","SOLTERO","COLOMBIA","INDEPENDIENTE","DESCONOCIDO","SECUNDARIA","AUTOMOVIL","KIA","PICANTO LX",2017,"BLANCO",2,12,19
"1125",2018-02-12,"VALLE","CALI (CT)","Lunes","21:30:00","EL LIMONAR E17","URBANA","VIAS PUBLICAS","LLAVE MAESTRA","A PIE","CONDUCTOR VEHICULO",23,"FEMENINO","SOLTERO","COLOMBIA","EMPLEADO PARTICULAR","DESCONOCIDO","SUPERIOR","VEHICULO-PANEL","HYUNDAI","I10 GL 1.1",2013,"GRIS",2,12,21
"1126",2018-02-12,"VALLE","CALI (CT)","Lunes","18:00:00","EL POBLADO I E13","URBANA","VIAS PUBLICAS","LLAVE MAESTRA","A PIE","A PIE",37,"FEMENINO","CASADO","COLOMBIA","EMPLEADO PARTICULAR","COMERCIO INTERNACIONAL","SUPERIOR","AUTOMOVIL","KIA","PICANTO EX",2016,"NEGRO",2,12,18
"1127",2018-02-12,"VALLE","CALI (CT)","Lunes","8:00:00","EL LIDO E19","URBANA","FRENTE OFICINA","LLAVE MAESTRA","A PIE","A PIE",42,"FEMENINO","CASADO","COLOMBIA","INDEPENDIENTE","DESCONOCIDO","SUPERIOR","CAMIONETA","KIA","NEW SPORTAGE LX",2017,"BLANCO",2,12,8
"1128",2018-02-12,"VALLE","CALI (CT)","Lunes","6:00:00","LOS COMUNEROS II E13","URBANA","VIAS PUBLICAS","LLAVE MAESTRA","A PIE","A PIE",38,"MASCULINO","UNION LIBRE","COLOMBIA","INDEPENDIENTE","DESCONOCIDO","SECUNDARIA","AUTOMOVIL","MAZDA","323",1993,"CENIZA GRAFITO",2,12,6
"1129",2018-02-12,"VALLE","CALI (CT)","Lunes","10:30:00","GUAYAQUIL E9","URBANA","VIAS PUBLICAS","LLAVE MAESTRA","A PIE","A PIE",60,"MASCULINO","CASADO","COLOMBIA","EMPLEADO PARTICULAR","DESCONOCIDO","SECUNDARIA","CAMIONETA","CHEVROLET","LUV KB 21",1985,"ROJO",2,12,10
"1130",2018-02-13,"ANTIOQUIA","MEDELLÍN (CT)","Martes","19:00:00","BELEN C-16","URBANA","VIAS PUBLICAS","LLAVE MAESTRA","A PIE","A PIE",40,"MASCULINO","UNION LIBRE","COLOMBIA","INDEPENDIENTE","DESCONOCIDO","SUPERIOR","AUTOMOVIL","RENAULT","STEPWAY",2016,"GRIS",2,13,19
"1131",2018-02-13,"ANTIOQUIA","MEDELLÍN (CT)","Martes","7:00:00","BLANQUIZAL C-13","URBANA","VIAS PUBLICAS","ARMA DE FUEGO","PASAJERO MOTOCICLETA","CONDUCTOR VEHICULO",29,"MASCULINO","SOLTERO","COLOMBIA","NO REPORTA","DESCONOCIDO","SECUNDARIA","CAMIONETA","TOYOTA","HILUX",2011,"PLATEADO",2,13,7
"1132",2018-02-13,"ANTIOQUIA","MEDELLÍN (CT)","Martes","5:30:00","PALO BLANCO  S.A.P.","URBANA","VIAS PUBLICAS","ARMA DE FUEGO","PASAJERO MOTOCICLETA","CONDUCTOR VEHICULO",30,"MASCULINO","SOLTERO","COLOMBIA","EMPLEADO PARTICULAR","DESCONOCIDO","SECUNDARIA","AUTOMOVIL","CHEVROLET","AVEO",2009,"GRIS",2,13,5
"1133",2018-02-13,"ANTIOQUIA","MEDELLÍN (CT)","Martes","9:45:00","ROSALES C-16","URBANA","VIAS PUBLICAS","SIN EMPLEO DE ARMAS","A PIE","A PIE",49,"MASCULINO","CASADO","COLOMBIA","COMERCIANTE","DESCONOCIDO","SUPERIOR","TAXI","DAEWOO","CIELO",1998,"AMARILLO",2,13,9
"1134",2018-02-13,"CAUCA","PIENDAMÓ","Martes","14:30:00","PEAJE TUNIA","RURAL","CARRETERA","ARMA DE FUEGO","PASAJERO MOTOCICLETA","CONDUCTOR VEHICULO",28,"MASCULINO","DESCONOCIDO","COLOMBIA","NO REPORTA","DESCONOCIDO","DESCONOCIDA","CAMION","HINO","XZU413L-HKMQD3",2012,"BLANCO",2,13,14
"1135",2018-02-13,"CAUCA","SANTA ROSA","Martes","6:00:00","C/MIENTO SAN JUAN DE VILLALOBOS","RURAL","CARRETERA","ARMA DE FUEGO","PASAJERO MOTOCICLETA","CONDUCTOR VEHICULO",48,"MASCULINO","UNION LIBRE","COLOMBIA","EMPLEADO PARTICULAR","DESCONOCIDO","PRIMARIA","TRACTO_CAMION","KENWORTH","T800B",2007,"NARANJA",2,13,6
"1138",2018-02-13,"CUNDINAMARCA","BOGOTÁ D.C. (CT)","Martes","22:00:00","LAGOS DE SUBA E-11","URBANA","VIAS PUBLICAS","LLAVE MAESTRA","A PIE","A PIE",26,"MASCULINO","UNION LIBRE","COLOMBIA","EMPLEADO EJERCITO","DESCONOCIDO","SUPERIOR","AUTOMOVIL","KIA","PICANTO LX",2017,"GRIS",2,13,22
"1139",2018-02-13,"CUNDINAMARCA","BOGOTÁ D.C. (CT)","Martes","19:00:00","EL RECREO E-7","URBANA","VIAS PUBLICAS","LLAVE MAESTRA","A PIE","A PIE",57,"MASCULINO","CASADO","COLOMBIA","EMPLEADO PARTICULAR","DESCONOCIDO","SECUNDARIA","AUTOMOVIL","CHEVROLET","SPRINT",1997,"AZUL",2,13,19
"1140",2018-02-13,"CUNDINAMARCA","BOGOTÁ D.C. (CT)","Martes","17:00:00","AGUAS CLARAS E-4","URBANA","VIAS PUBLICAS","SIN EMPLEO DE ARMAS","CONDUCTOR VEHICULO","A PIE",40,"MASCULINO","UNION LIBRE","COLOMBIA","INDEPENDIENTE","DESCONOCIDO","SECUNDARIA","AUTOMOVIL","CHEVROLET","LINEA STANDARD",2015,"NEGRO",2,13,17
"1141",2018-02-13,"CUNDINAMARCA","BOGOTÁ D.C. (CT)","Martes","23:00:00","SAN CRISTOBAL E-1","URBANA","VIAS PUBLICAS","LLAVE MAESTRA","A PIE","A PIE",22,"MASCULINO","SOLTERO","COLOMBIA","DESEMPLEADO","DESCONOCIDO","SECUNDARIA","AUTOMOVIL","CHEVROLET","SPARK",2018,"GRIS",2,13,23
