"","Fecha","Departamento","Municipio","Día","Hora","Barrio","Zona","Clase.de.sitio","Arma.empleada","Móvil.Agresor","Móvil.Victima","Edad","Sexo","Estado.civil","País.de.nacimiento","Clase.de.empleado","Profesión","Escolaridad","CLASE","MARCA","LINEA","MODELO","COLOR","Mes","Dia.Mes","Hora.dia"
"1",2018-01-01,"ANTIOQUIA","EL CARMEN DE VIBORAL","Lunes","0:00:00","AURORA","URBANA","VIAS PUBLICAS","SIN EMPLEO DE ARMAS","A PIE","A PIE",25,"MASCULINO","SOLTERO","COLOMBIA","EMPLEADO PARTICULAR","DESCONOCIDO","PRIMARIA","AUTOMOVIL","RENAULT","LINEA STANDARD",2010,"NEGRO",1,1,0
"2",2018-01-01,"ATLÁNTICO","SOLEDAD","Lunes","8:00:00","CACHIMBERO","URBANA","VIAS PUBLICAS","SIN EMPLEO DE ARMAS","CONDUCTOR TAXI","CONDUCTOR VEHICULO",55,"MASCULINO","CASADO","COLOMBIA","EMPLEADO PARTICULAR","INGENIERÍA CIVIL","SUPERIOR","RETROEXCAVADORA","CATERPILLAR","420D",2013,"AMARILLO",1,1,8
"3",2018-01-01,"CAUCA","POPAYÁN (CT)","Lunes","7:15:00","VILLA DEL NORTE","URBANA","VIAS PUBLICAS","LLAVE MAESTRA","A PIE","A PIE",54,"MASCULINO","SEPARADO","COLOMBIA","INDEPENDIENTE","DESCONOCIDO","SUPERIOR","AUTOMOVIL","CHEVROLET","SWITF TAXI",1997,"BLANCO",1,1,7
"4",2018-01-01,"CESAR","VALLEDUPAR (CT)","Lunes","15:00:00","LA VEGA","RURAL","CARRETERA","LLAVE MAESTRA","A PIE","A PIE",39,"MASCULINO","UNION LIBRE","COLOMBIA","EMPLEADO PARTICULAR","DESCONOCIDO","SECUNDARIA","CAMIONETA","HYUNDAI","H1",2013,"ROJO",1,1,15
"5",2018-01-01,"CUNDINAMARCA","BOGOTÁ D.C. (CT)","Lunes","0:00:00","ALAMEDA E-6","OTRAS","DESCONOCIDA","SIN EMPLEO DE ARMAS","A PIE","A PIE",31,"MASCULINO","CASADO","COLOMBIA","EMPLEADO PARTICULAR","DESCONOCIDO","SECUNDARIA","AUTOMOVIL","CHEVROLET","LINEA STANDARD",2001,"ROJO",1,1,0
"7",2018-01-01,"CUNDINAMARCA","BOGOTÁ D.C. (CT)","Lunes","10:00:00","BACHUE E-10","URBANA","VIAS PUBLICAS","LLAVE MAESTRA","A PIE","A PIE",61,"FEMENINO","SOLTERO","COLOMBIA","PENSIONADO","DERECHO","SUPERIOR","AUTOMOVIL","RENAULT","DESCONOCIDA",1974,"AZUL",1,1,10
"8",2018-01-01,"TOLIMA","CHAPARRAL","Lunes","0:15:00","VERSALLES","URBANA","VIAS PUBLICAS","SIN EMPLEO DE ARMAS","A PIE","A PIE",58,"MASCULINO","CASADO","COLOMBIA","EMPLEADO PARTICULAR","DESCONOCIDO","PRIMARIA","AUTOMOVIL","RENAULT","STEPWAY",2015,"ROJO",1,1,0
"9",2018-01-01,"VALLE","CALI (CT)","Lunes","9:00:00","JORGE ELIECER GAITAN E6","URBANA","FRENTE A RESIDENCIAS - VIA PUBLICA","LLAVE MAESTRA","A PIE","A PIE",34,"FEMENINO","UNION LIBRE","COLOMBIA","INDEPENDIENTE","DESCONOCIDO","PRIMARIA","AUTOMOVIL","CHEVROLET","SPRINT",1994,"VERDE",1,1,9
"10",2018-01-01,"VALLE","CALI (CT)","Lunes","7:00:00","LA NUEVA BASE E8","URBANA","VIAS PUBLICAS","LLAVE MAESTRA","A PIE","A PIE",59,"MASCULINO","UNION LIBRE","COLOMBIA","EMPLEADO PARTICULAR","DESCONOCIDO","SECUNDARIA","AUTOMOVIL","CHEVROLET","SWIFT",1994,"PLATEADO",1,1,7
"11",2018-01-02,"ANTIOQUIA","MEDELLÍN (CT)","Martes","12:45:00","LA AGUACATALA C-14","URBANA","EMPRESA","SIN EMPLEO DE ARMAS","A PIE","A PIE",26,"MASCULINO","SOLTERO","COLOMBIA","EMPLEADO PARTICULAR","LICENCIADO","SUPERIOR","AUTOMOVIL","NISSAN","MARCH",2017,"BLANCO",1,2,12
"12",2018-01-02,"ATLÁNTICO","BARRANQUILLA (CT)","Martes","21:30:00","CARLOS MEISEL","URBANA","VIAS PUBLICAS","ARMA DE FUEGO","A PIE","CONDUCTOR VEHICULO",36,"FEMENINO","SOLTERO","COLOMBIA","EMPLEADO PARTICULAR","DESCONOCIDO","SUPERIOR","AUTOMOVIL","RENAULT","LOGAN",2014,"GRIS",1,2,21
"13",2018-01-02,"CAUCA","POPAYÁN (CT)","Martes","10:00:00","VERSALLES","URBANA","VIAS PUBLICAS","LLAVE MAESTRA","A PIE","A PIE",39,"MASCULINO","CASADO","COLOMBIA","INDEPENDIENTE","DESCONOCIDO","PRIMARIA","CAMPERO","MITSUBISHI","MONTERO V 12 VNDL",1995,"AZUL",1,2,10
"14",2018-01-02,"CESAR","VALLEDUPAR (CT)","Martes","0:00:00","BELLA VISTA","URBANA","VIAS PUBLICAS","LLAVE MAESTRA","A PIE","A PIE",41,"MASCULINO","UNION LIBRE","COLOMBIA","EMPLEADO PARTICULAR","DESCONOCIDO","SECUNDARIA","AUTOMOVIL","MAZDA","ALLEGRO",1995,"ESTRATO DE PERLA",1,2,0
"15",2018-01-02,"CUNDINAMARCA","BOGOTÁ D.C. (CT)","Martes","0:00:00","VILLA MARIA I E-11","URBANA","VIAS PUBLICAS","SIN EMPLEO DE ARMAS","A PIE","A PIE",25,"MASCULINO","SOLTERO","DESCONOCIDO","EMPLEADO PARTICULAR","DESCONOCIDO","PRIMARIA","VEHICULO-PANEL","MAZDA","B 2200",2010,"BLANCO",1,2,0
"16",2018-01-02,"CUNDINAMARCA","BOGOTÁ D.C. (CT)","Martes","21:30:00","ESTRELLA DEL NORTE E-1","URBANA","VIAS PUBLICAS","LLAVE MAESTRA","CONDUCTOR VEHICULO","A PIE",65,"MASCULINO","CASADO","COLOMBIA","INDEPENDIENTE","CONTADURIA PUBLICA","SUPERIOR","CAMIONETA","CHEVROLET","LUV-TFR",1995,"AZUL",1,2,21
"17",2018-01-02,"CUNDINAMARCA","BOGOTÁ D.C. (CT)","Martes","13:00:00","LA ESTANZUELA E-14","URBANA","PARQUEADERO","LLAVE MAESTRA","A PIE","A PIE",38,"MASCULINO","UNION LIBRE","COLOMBIA","EMPLEADO PARTICULAR","DESCONOCIDO","SUPERIOR","CAMIONETA","HYUNDAI","TUCSON iX35 GLS",2012,"BLANCO",1,2,13
"18",2018-01-02,"VALLE","PALMIRA","Martes","19:30:00","CGTO ROZO","RURAL","PISCINA","LLAVE MAESTRA","A PIE","A PIE",47,"MASCULINO","SOLTERO","COLOMBIA","EMPLEADO PARTICULAR","DESCONOCIDO","SECUNDARIA","AUTOMOVIL","KIA","SPORTAGE",2016,"GRIS",1,2,19
"20",2018-01-03,"ANTIOQUIA","MEDELLÍN (CT)","Miércoles","8:30:00","DOCE DE OCTUBRE C-6","URBANA","FRENTE A RESIDENCIAS - VIA PUBLICA","LLAVE MAESTRA","A PIE","A PIE",43,"MASCULINO","SOLTERO","COLOMBIA","INDEPENDIENTE","DESCONOCIDO","PRIMARIA","AUTOMOVIL","CHEVROLET","SWIFT",1992,"ROJO",1,3,8
"21",2018-01-03,"ANTIOQUIA","MEDELLÍN (CT)","Miércoles","22:20:00","LA MANSION C-8","URBANA","VIAS PUBLICAS","CONTUNDENTES","PASAJERO TAXI","CONDUCTOR TAXI",55,"MASCULINO","SOLTERO","COLOMBIA","EMPLEADO PARTICULAR","DESCONOCIDO","SECUNDARIA","TAXI","HYUNDAI","ATOS PRIME",2011,"AMARILLO",1,3,22
"22",2018-01-03,"ANTIOQUIA","MEDELLÍN (CT)","Miércoles","15:40:00","FATIMA C-16","URBANA","FRENTE A EDIFICIO - VIA PUBLICA","ARMA DE FUEGO","A PIE","A PIE",33,"MASCULINO","SOLTERO","COLOMBIA","EMPLEADO PARTICULAR","DESCONOCIDO","SECUNDARIA","AUTOMOVIL","MAZDA","MAZDA2",2014,"BLANCO",1,3,15
"23",2018-01-03,"CUNDINAMARCA","BOGOTÁ D.C. (CT)","Miércoles","10:00:00","BOSA E-7","URBANA","VIAS PUBLICAS","LLAVE MAESTRA","A PIE","A PIE",43,"MASCULINO","SOLTERO","COLOMBIA","INDEPENDIENTE","DESCONOCIDO","SECUNDARIA","AUTOMOVIL","CHEVROLET","AVEO",2013,"GRIS",1,3,10
"24",2018-01-03,"CUNDINAMARCA","BOGOTÁ D.C. (CT)","Miércoles","17:00:00","LOS CEDRITOS E-1","URBANA","VIAS PUBLICAS","LLAVE MAESTRA","A PIE","A PIE",63,"MASCULINO","CASADO","COLOMBIA","INDEPENDIENTE","DESCONOCIDO","PRIMARIA","AUTOMOVIL","FORD","FIESTA",2013,"ROJO",1,3,17
"25",2018-01-03,"CUNDINAMARCA","BOGOTÁ D.C. (CT)","Miércoles","23:00:00","GALAN E-16","URBANA","VIAS PUBLICAS","ARMA DE FUEGO","A PIE","CONDUCTOR VEHICULO",57,"MASCULINO","UNION LIBRE","COLOMBIA","EMPLEADO PARTICULAR","DESCONOCIDO","SECUNDARIA","AUTOMOVIL","NISSAN","MARCH",2017,"GRIS",1,3,23
"26",2018-01-03,"CUNDINAMARCA","BOGOTÁ D.C. (CT)","Miércoles","14:00:00","SAN FERNANDO E-12","URBANA","VIAS PUBLICAS","LLAVE MAESTRA","A PIE","A PIE",40,"MASCULINO","SOLTERO","COLOMBIA","INDEPENDIENTE","DESCONOCIDO","SECUNDARIA","AUTOMOVIL","MAZDA","LINEA STANDARD",2013,"BLANCO",1,3,14
"27",2018-01-03,"CUNDINAMARCA","BOGOTÁ D.C. (CT)","Miércoles","21:30:00","EL CHARCO II E-9","URBANA","VIAS PUBLICAS","LLAVE MAESTRA","A PIE","A PIE",46,"MASCULINO","CASADO","COLOMBIA","INDEPENDIENTE","DESCONOCIDO","SECUNDARIA","AUTOMOVIL","HYUNDAI","I10GL",2012,"BLANCO",1,3,21
"28",2018-01-03,"CUNDINAMARCA","SIBATÉ","Miércoles","0:30:00","LA RESERVA","URBANA","VIAS PUBLICAS","SIN EMPLEO DE ARMAS","A PIE","A PIE",37,"FEMENINO","SOLTERO","COLOMBIA","EMPLEADO PARTICULAR","DESCONOCIDO","SECUNDARIA","AUTOMOVIL","BAJAJ","AVENGER 220",2014,"NEGRO Y BLANCO",1,3,0
"29",2018-01-03,"NARIÑO","PASTO (CT)","Miércoles","9:00:00","AIRE LIBRE","URBANA","VIAS PUBLICAS","LLAVE MAESTRA","A PIE","A PIE",41,"MASCULINO","SOLTERO","COLOMBIA","INDEPENDIENTE","PSICOLOGIA","SUPERIOR","CAMPERO","CHEVROLET","SAMURAI",1992,"AZUL",1,3,9
"30",2018-01-03,"VALLE","CALI (CT)","Miércoles","10:00:00","CALYPSO E13","URBANA","VIAS PUBLICAS","LLAVE MAESTRA","A PIE","A PIE",35,"MASCULINO","CASADO","COLOMBIA","INDEPENDIENTE","DESCONOCIDO","SECUNDARIA","CAMIONETA","KIA","NEW SPORTAGE LX",2014,"BLANCO",1,3,10
"31",2018-01-03,"VALLE","CALI (CT)","Miércoles","21:30:00","SAN ANTONIO E3","URBANA","VIAS PUBLICAS","LLAVE MAESTRA","A PIE","A PIE",61,"FEMENINO","SOLTERO","COLOMBIA","EMPLEADO PARTICULAR","DESCONOCIDO","SECUNDARIA","AUTOMOVIL","VOLKSWAGEN","AG MULTIVAN",2018,"PLATA",1,3,21
"32",2018-01-03,"VALLE","CALI (CT)","Miércoles","19:30:00","EL PEÑON E3","URBANA","VIAS PUBLICAS","ARMA DE FUEGO","PASAJERO MOTOCICLETA","CONDUCTOR VEHICULO",33,"MASCULINO","SOLTERO","COLOMBIA","COMERCIANTE","DESCONOCIDO","SECUNDARIA","CAMIONETA","TOYOTA","PRADO",2018,"GRIS",1,3,19
"33",2018-01-03,"VALLE","CALI (CT)","Miércoles","15:20:00","LA FLORA E2","URBANA","VIAS PUBLICAS","ARMA DE FUEGO","PASAJERO MOTOCICLETA","CONDUCTOR VEHICULO",37,"MASCULINO","SOLTERO","COLOMBIA","INDEPENDIENTE","DESCONOCIDO","SECUNDARIA","CAMION","TOYOTA","PRADO",2013,"NEGRO",1,3,15
"34",2018-01-04,"ANTIOQUIA","MEDELLÍN (CT)","Jueves","21:00:00","LA MILAGROSA  C-9","URBANA","FRENTE A RESIDENCIAS - VIA PUBLICA","LLAVE MAESTRA","A PIE","CONDUCTOR VEHICULO",33,"MASCULINO","UNION LIBRE","COLOMBIA","EMPLEADO PARTICULAR","DESCONOCIDO","SECUNDARIA","AUTOMOVIL","CHEVROLET","SPRINT",1994,"VERDE",1,4,21
"35",2018-01-04,"ANTIOQUIA","MEDELLÍN (CT)","Jueves","17:00:00","LA PALMA C-16","URBANA","VIAS PUBLICAS","LLAVE MAESTRA","A PIE","A PIE",28,"MASCULINO","UNION LIBRE","COLOMBIA","EMPLEADO PARTICULAR","DESCONOCIDO","SECUNDARIA","AUTOMOVIL","CHEVROLET","SPARK",2010,"BEIGE",1,4,17
"36",2018-01-04,"ANTIOQUIA","MEDELLÍN (CT)","Jueves","14:30:00","LAURELES C-11","URBANA","VIAS PUBLICAS","LLAVE MAESTRA","A PIE","A PIE",20,"MASCULINO","SOLTERO","COLOMBIA","ESTUDIANTE","DESCONOCIDO","SUPERIOR","CAMPERO","CHEVROLET","SAMURAI",1997,"BLANCO",1,4,14
"37",2018-01-04,"ANTIOQUIA","TÁMESIS","Jueves","11:00:00","LA BOMBA","URBANA","VIAS PUBLICAS","SIN EMPLEO DE ARMAS","A PIE","A PIE",54,"MASCULINO","CASADO","COLOMBIA","INDEPENDIENTE","DESCONOCIDO","SECUNDARIA","VEHICULO-PANEL","GREAT WALL","SO COOL",2008,"BLANCO",1,4,11
"38",2018-01-04,"ATLÁNTICO","BARRANQUILLA (CT)","Jueves","2:00:00","MODERNO","URBANA","VIAS PUBLICAS","LLAVE MAESTRA","A PIE","CONDUCTOR VEHICULO",22,"MASCULINO","UNION LIBRE","COLOMBIA","EMPLEADO PARTICULAR","DESCONOCIDO","SECUNDARIA","AUTOMOVIL","MAZDA","626 MILENIUM",2006,"NEGRO Y BLANCO",1,4,2
"39",2018-01-04,"CÓRDOBA","LORICA","Jueves","0:50:00","LOS ANDES","URBANA","VIAS PUBLICAS","LLAVE MAESTRA","A PIE","A PIE",46,"MASCULINO","UNION LIBRE","COLOMBIA","INDEPENDIENTE","DESCONOCIDO","SECUNDARIA","CAMION","CHEVROLET","LINEA STANDARD",2016,"BLANCO",1,4,0
"40",2018-01-04,"CUNDINAMARCA","BOGOTÁ D.C. (CT)","Jueves","17:00:00","VEINTE DE JULIO E-4","URBANA","PARQUEADERO","LLAVE MAESTRA","A PIE","A PIE",59,"MASCULINO","UNION LIBRE","COLOMBIA","INDEPENDIENTE","DESCONOCIDO","PRIMARIA","AUTOMOVIL","CHEVROLET","CHEVETTE",1987,"ROJO",1,4,17
"41",2018-01-04,"CUNDINAMARCA","BOGOTÁ D.C. (CT)","Jueves","23:00:00","CANODROMO E-11","URBANA","VIAS PUBLICAS","SIN EMPLEO DE ARMAS","A PIE","CONDUCTOR VEHICULO",37,"MASCULINO","CASADO","COLOMBIA","INDEPENDIENTE","DESCONOCIDO","SECUNDARIA","AUTOMOVIL","RENAULT","LOGAN FAMILIER",2011,"NEGRO",1,4,23
"42",2018-01-04,"CUNDINAMARCA","BOGOTÁ D.C. (CT)","Jueves","18:00:00","CIUDAD KENNEDY NORTE   E-8","URBANA","VIAS PUBLICAS","LLAVE MAESTRA","A PIE","A PIE",41,"FEMENINO","DIVORCIADO","COLOMBIA","EMPLEADO PARTICULAR","DESCONOCIDO","SUPERIOR","AUTOMOVIL","KIA","PICANTO EX",2015,"ROJO",1,4,18
"43",2018-01-04,"CUNDINAMARCA","BOGOTÁ D.C. (CT)","Jueves","1:00:00","TIMIZA E-8","URBANA","VIAS PUBLICAS","LLAVE MAESTRA","A PIE","A PIE",27,"MASCULINO","SOLTERO","COLOMBIA","EMPLEADO PARTICULAR","DESCONOCIDO","TECNICO","AUTOMOVIL","MAZDA","323 NB",1985,"STRATO PLATA",1,4,1
"44",2018-01-04,"CUNDINAMARCA","BOGOTÁ D.C. (CT)","Jueves","17:30:00","HORIZONTES E-1","URBANA","VIAS PUBLICAS","LLAVE MAESTRA","A PIE","A PIE",53,"MASCULINO","CASADO","COLOMBIA","INDEPENDIENTE","DESCONOCIDO","SUPERIOR","AUTOMOVIL","CHEVROLET","SPARK",2017,"NEGRO",1,4,17
"45",2018-01-04,"CUNDINAMARCA","BOGOTÁ D.C. (CT)","Jueves","23:50:00","CIUDAD JARDIN SUR E-15","URBANA","VIAS PUBLICAS","ARMA DE FUEGO","A PIE","CONDUCTOR VEHICULO",35,"MASCULINO","UNION LIBRE","COLOMBIA","EMPLEADO PARTICULAR","DESCONOCIDO","TECNICO","AUTOMOVIL","KIA","SOUL",2011,"NEGRO",1,4,23
"47",2018-01-04,"QUINDÍO","CALARCA","Jueves","20:00:00","SECTOR ALTO DE LA LINEA","RURAL","TRAMO DE VIA","ESCOPOLAMINA","CONDUCTOR VEHICULO","CONDUCTOR VEHICULO",38,"MASCULINO","SOLTERO","COLOMBIA","EMPLEADO PARTICULAR","DESCONOCIDO","SECUNDARIA","TRACTOMULA","KENWORTH","K300",2012,"NARANJA",1,4,20
"48",2018-01-04,"SANTANDER","FLORIDABLANCA","Jueves","10:00:00","TORRES DE SAN FELIPE I","URBANA","BODEGAS Y SIMILARES","SIN EMPLEO DE ARMAS","A PIE","A PIE",56,"FEMENINO","CASADO","COLOMBIA","COMERCIANTE","NO REPORTADA","SECUNDARIA","AUTOMOVIL","RENAULT","STEPWAY",2018,"BLANCO",1,4,10
"49",2018-01-04,"VALLE","CALI (CT)","Jueves","16:00:00","LOS ANDES E5","URBANA","VIAS PUBLICAS","SIN EMPLEO DE ARMAS","A PIE","A PIE",21,"MASCULINO","SOLTERO","COLOMBIA","ESTUDIANTE","DESCONOCIDO","SECUNDARIA","AUTOMOVIL","CHEVROLET","SPARK",2017,"AZUL",1,4,16
"50",2018-01-04,"VALLE","CALI (CT)","Jueves","14:50:00","EL GRAN LIMONAR E17","URBANA","VIAS PUBLICAS","ARMA DE FUEGO","A PIE","A PIE",50,"FEMENINO","SOLTERO","COLOMBIA","EMPLEADO SALUD","MEDICINA","SUPERIOR","AUTOMOVIL","AUDI","ALLROAD",2015,"ROJO",1,4,14
"51",2018-01-04,"VALLE","JAMUNDÍ","Jueves","12:00:00","RANCHO ALEGRE (24-S-02)","RURAL","FINCAS Y SIMILARES","LLAVE MAESTRA","A PIE","A PIE",48,"MASCULINO","UNION LIBRE","COLOMBIA","EMPLEADO PARTICULAR","DESCONOCIDO","SECUNDARIA","CAMIONETA","TOYOTA","HILUX RN 85",1995,"BEIGE",1,4,12
"52",2018-01-05,"ANTIOQUIA","BELLO","Viernes","14:45:00","GUASIMALITO","URBANA","VIAS PUBLICAS","ARMA DE FUEGO","PASAJERO MOTOCICLETA","CONDUCTOR VEHICULO",28,"MASCULINO","SOLTERO","COLOMBIA","EMPLEADO PARTICULAR","DESCONOCIDO","SECUNDARIA","AUTOMOVIL","RENAULT","CLIO",2008,"GRIS",1,5,14
"53",2018-01-05,"ANTIOQUIA","MEDELLÍN (CT)","Viernes","20:30:00","VILLA FLORA C-7","URBANA","VIAS PUBLICAS","LLAVE MAESTRA","A PIE","A PIE",26,"FEMENINO","SOLTERO","COLOMBIA","INDEPENDIENTE","DESCONOCIDO","SECUNDARIA","AUTOMOVIL","KIA","CERATO FORTE  HB SX",2012,"NEGRO",1,5,20
"54",2018-01-05,"ANTIOQUIA","MEDELLÍN (CT)","Viernes","7:15:00","PEDREGAL C-6","URBANA","VIAS PUBLICAS","LLAVE MAESTRA","A PIE","A PIE",50,"MASCULINO","CASADO","COLOMBIA","NO REPORTA","DESCONOCIDO","SECUNDARIA","CAMPERO","MITSUBISHI","MONTERO V 13 VN",1997,"NEGRO",1,5,7
"55",2018-01-05,"ANTIOQUIA","MEDELLÍN (CT)","Viernes","7:05:00","CAMPO AMOR C-15","URBANA","PARQUEADERO","ARMA DE FUEGO","A PIE","CONDUCTOR VEHICULO",60,"MASCULINO","CASADO","COLOMBIA","EMPLEADO PARTICULAR","DESCONOCIDO","SECUNDARIA","AUTOMOVIL","KIA","PICANTO",2009,"GRIS",1,5,7
"56",2018-01-05,"ANTIOQUIA","MEDELLÍN (CT)","Viernes","13:04:00","CAMPO AMOR C-15","URBANA","VIAS PUBLICAS","ARMA DE FUEGO","A PIE","CONDUCTOR VEHICULO",32,"FEMENINO","SOLTERO","COLOMBIA","EMPLEADO PARTICULAR","DESCONOCIDO","SECUNDARIA","CAMIONETA","KIA","SPORTAGE",2016,"GRIS",1,5,13
"57",2018-01-05,"ANTIOQUIA","SABANETA","Viernes","17:00:00","CALLE LARGA","URBANA","FRENTE A RESIDENCIAS - VIA PUBLICA","LLAVE MAESTRA","A PIE","CONDUCTOR VEHICULO",36,"FEMENINO","CASADO","COLOMBIA","EMPLEADO PARTICULAR","DESCONOCIDO","SECUNDARIA","CAMIONETA","CHEVROLET","KB 41B",1981,"NARANJA",1,5,17
"58",2018-01-05,"ATLÁNTICO","BARRANQUILLA (CT)","Viernes","21:30:00","EL RECREO","URBANA","VIAS PUBLICAS","ARMA DE FUEGO","A PIE","CONDUCTOR MOTOCICLETA",32,"MASCULINO","UNION LIBRE","COLOMBIA","INDEPENDIENTE","DESCONOCIDO","SECUNDARIA","AUTOMOVIL","RENAULT","BUGGY",2015,"GRIS",1,5,21
"59",2018-01-05,"CAUCA","POPAYÁN (CT)","Viernes","12:55:00","CIUDAD JARDIN","URBANA","PARQUEADERO","LLAVE MAESTRA","A PIE","CONDUCTOR VEHICULO",58,"FEMENINO","SOLTERO","COLOMBIA","INDEPENDIENTE","INGENIERÍA CIVIL","SUPERIOR","VEHICULO-PANEL","MITSUBISHI","MONTERO",1996,"AZUL",1,5,12
"60",2018-01-05,"CESAR","EL COPEY","Viernes","12:40:00","VEREDA","RURAL","CARRETERA","ARMA DE FUEGO","PASAJERO VEHICULO","CONDUCTOR VEHICULO",26,"MASCULINO","UNION LIBRE","COLOMBIA","INDEPENDIENTE","DESCONOCIDO","SECUNDARIA","CAMION","INTERNATIONAL","7600",1984,"AMARILLO",1,5,12
"61",2018-01-05,"CESAR","RÍO DE ORO","Viernes","19:00:00","VEREDA","RURAL","CARRETERA","ARMA DE FUEGO","PASAJERO VEHICULO","CONDUCTOR VEHICULO",33,"MASCULINO","CASADO","COLOMBIA","EMPLEADO PARTICULAR","DESCONOCIDO","SECUNDARIA","TRACTOMULA","CHEVROLET","BRIGADIER",1994,"NEGRO",1,5,19
"62",2018-01-05,"CESAR","VALLEDUPAR (CT)","Viernes","2:00:00","SIMON BOLIVAR","URBANA","VIAS PUBLICAS","LLAVE MAESTRA","A PIE","A PIE",60,"MASCULINO","UNION LIBRE","COLOMBIA","EMPLEADO PARTICULAR","DESCONOCIDO","SECUNDARIA","AUTOMOVIL","MAZDA","ALLEGRO",1999,"GRIS",1,5,2
"63",2018-01-05,"CUNDINAMARCA","BOGOTÁ D.C. (CT)","Viernes","0:00:00","MANDALAY I ETAPA E-8","URBANA","VIAS PUBLICAS","SIN EMPLEO DE ARMAS","PASAJERO VEHICULO","CONDUCTOR VEHICULO",38,"MASCULINO","CASADO","COLOMBIA","INDEPENDIENTE","DESCONOCIDO","SECUNDARIA","AUTOMOVIL","CHEVROLET","AVEO EMOTION",2007,"BEIGE",1,5,0
"64",2018-01-05,"CUNDINAMARCA","BOGOTÁ D.C. (CT)","Viernes","20:00:00","PARQUE NACIONAL E-3","URBANA","VIAS PUBLICAS","LLAVE MAESTRA","A PIE","A PIE",47,"MASCULINO","CASADO","COLOMBIA","EMPLEADO PARTICULAR","DESCONOCIDO","PRIMARIA","AUTOMOVIL","CHEVROLET","SPARK",2018,"ROJO",1,5,20
"65",2018-01-05,"CUNDINAMARCA","BOGOTÁ D.C. (CT)","Viernes","15:00:00","SAN MARCOS E-10","URBANA","VIAS PUBLICAS","LLAVE MAESTRA","A PIE","A PIE",48,"MASCULINO","CASADO","COLOMBIA","EMPLEADO PARTICULAR","DESCONOCIDO","PRIMARIA","CAMIONETA","FORD","RANGER F26DC9",2001,"GRIS",1,5,15
"66",2018-01-05,"CUNDINAMARCA","BOGOTÁ D.C. (CT)","Viernes","15:00:00","TECHO  E-8","URBANA","VIAS PUBLICAS","LLAVE MAESTRA","A PIE","CONDUCTOR VEHICULO",29,"MASCULINO","UNION LIBRE","COLOMBIA","INDEPENDIENTE","DESCONOCIDO","SUPERIOR","CAMIONETA","MAZDA","BT 50",2011,"PLATA",1,5,15
"67",2018-01-05,"CUNDINAMARCA","BOGOTÁ D.C. (CT)","Viernes","17:00:00","ALCALA E-16","URBANA","VIAS PUBLICAS","LLAVE MAESTRA","A PIE","CONDUCTOR VEHICULO",68,"MASCULINO","CASADO","COLOMBIA","INDEPENDIENTE","DESCONOCIDO","TECNICO","AUTOMOVIL","CHEVROLET","CHEVETTE",1985,"ROJO",1,5,17
"68",2018-01-05,"CUNDINAMARCA","BOGOTÁ D.C. (CT)","Viernes","16:00:00","LA TRINIDAD E-16","URBANA","VIAS PUBLICAS","LLAVE MAESTRA","A PIE","A PIE",34,"MASCULINO","CASADO","COLOMBIA","EMPLEADO PARTICULAR","DESCONOCIDO","SECUNDARIA","AUTOMOVIL","KIA","PICANTO LX",2017,"GRIS",1,5,16
"69",2018-01-05,"CUNDINAMARCA","BOGOTÁ D.C. (CT)","Viernes","16:00:00","SAN MIGUEL E-4","URBANA","VIAS PUBLICAS","LLAVE MAESTRA","A PIE","A PIE",50,"MASCULINO","SOLTERO","COLOMBIA","EMPLEADO PARTICULAR","DESCONOCIDO","PRIMARIA","CAMION","HINO","FC9JJTA",2017,"BLANCO",1,5,16
"72",2018-01-05,"CUNDINAMARCA","BOGOTÁ D.C. (CT)","Viernes","19:15:00","SAN ANTONIO E-15","URBANA","BAHIA","LLAVE MAESTRA","A PIE","A PIE",62,"MASCULINO","CASADO","COLOMBIA","DESEMPLEADO","DESCONOCIDO","PRIMARIA","AUTOMOVIL","MAZDA","323 NB",1987,"SILICE TORNADO",1,5,19
"73",2018-01-05,"CUNDINAMARCA","BOGOTÁ D.C. (CT)","Viernes","20:50:00","SAN FRANCISCO E-16","URBANA","VIAS PUBLICAS","LLAVE MAESTRA","A PIE","A PIE",55,"MASCULINO","SEPARADO","COLOMBIA","INDEPENDIENTE","DESCONOCIDO","TECNICO","AUTOMOVIL","CHEVROLET","SPARK",2017,"NEGRO",1,5,20
"74",2018-01-05,"CUNDINAMARCA","FACATATIVÁ","Viernes","0:00:00","CENTRO","URBANA","FRENTE A ALMACEN - VIA PUBLICA","LLAVE MAESTRA","A PIE","A PIE",18,"MASCULINO","SOLTERO","DESCONOCIDO","EMPLEADO PARTICULAR","DESCONOCIDO","PRIMARIA","AUTOMOVIL","HYUNDAI","i 30",2015,"GRIS",1,5,0
"75",2018-01-05,"CUNDINAMARCA","SOACHA","Viernes","0:00:00","SAN MATEO","URBANA","VIAS PUBLICAS","SIN EMPLEO DE ARMAS","A PIE","A PIE",18,"FEMENINO","CASADO","DESCONOCIDO","EMPLEADO PARTICULAR","DESCONOCIDO","PRIMARIA","AUTOMOVIL","FIAT","LINEA STANDARD",1996,"BLANCO",1,5,0
